block,trial,flankers,firstTime,firstValue,maxTime,maxValue,timeDifferent
practice,1,neutral,1.1998128891,-0.937284463027,1.67581486702,-0.223548081912,0.47600197792
practice,2,neutral,0.699841022491,-0.968657490768,1.19184207916,-0.184331797235,0.49200105666899996
practice,3,neutral,0.764837026596,-0.960814233833,0.904833078384,0.654896694845,0.139996051788
practice,4,incongruent,0.807590007782,-0.984344004639,0.927545785904,0.811761833552,0.11995577812200009
practice,5,neutral,0.60072517395,-0.937284463027,1.03268504143,0.0117496261483,0.4319598674799999
practice,6,neutral,0.647768974304,-0.976500747703,0.751738786697,-0.137272255623,0.10396981239299996
practice,7,neutral,0.716876029968,-0.937284463027,1.22089505196,-0.0431531723991,0.5040190219919999
practice,8,neutral,0.707045078278,-0.937284463027,0.791011095047,-0.0509964293344,0.08396601676899995
practice,9,congruent,0.511859893799,-0.945127719962,0.643823862076,0.427442243721,0.13196396827699997
practice,10,neutral,0.504944801331,-0.929441206091,0.568940877914,-0.207861568041,0.0639960765830001
practice,11,congruent,0.465062141418,-0.945127719962,0.549059152603,-0.0588396862697,0.08399701118499997
practice,12,neutral,0.467574119568,-0.976500747703,0.56756901741,0.505874813074,0.099994897842
practice,13,congruent,0.548285961151,-0.960814233833,0.65224313736,0.466658528397,0.10395717620899991
practice,14,neutral,0.508209943771,-0.945127719962,0.628195047379,0.521561326945,0.11998510360799997
practice,15,neutral,0.455375909805,-0.89806817835,0.527364969254,-0.0509964293344,0.07198905944900003
practice,16,neutral,0.695996046066,-0.952970976897,0.767987966537,-0.231391338847,0.071991920471
practice,17,congruent,0.524740934372,-0.890224921415,0.604748010635,0.0117496261483,0.08000707626300008
practice,18,neutral,0.472903966904,-0.890224921415,0.576848983765,0.41175572985,0.10394501686100005
practice,19,incongruent,0.533028841019,-0.945127719962,0.612967967987,0.262733848079,0.07993912696799998
practice,20,incongruent,0.452610015869,-0.937284463027,0.528599977493,0.16077150792,0.07598996162400001
practice,21,neutral,0.407531023026,-0.890224921415,0.475497961044,-0.0274666585284,0.06796693801799997
practice,22,neutral,0.46905708313,-0.960814233833,0.54105091095,0.215674306467,0.07199382782000002
practice,23,congruent,0.515825033188,-0.976500747703,0.711796998978,0.286263618885,0.19597196578999998
practice,24,congruent,0.468534946442,-0.976500747703,0.532507896423,-0.223548081912,0.063972949981
practice,25,congruent,0.416864871979,-0.937284463027,0.500869989395,0.27842036195,0.08400511741600003
practice,26,neutral,0.41693687439,-0.937284463027,0.484920978546,-0.451002533036,0.06798410415600004
practice,27,incongruent,0.48739695549,-0.913754692221,0.559371948242,0.0352793969543,0.07197499275199998
practice,28,incongruent,0.664052009583,-0.921597949156,0.736043930054,-0.152958769494,0.071991920471
practice,29,incongruent,0.491032838821,-0.945127719962,0.575040817261,0.0509659108249,0.08400797843999996
practice,30,incongruent,0.507550001144,-0.929441206091,0.575554132462,-0.105899227882,0.0680041313180001
practice,31,congruent,0.457044124603,-0.945127719962,0.645040035248,-0.137272255623,0.18799591064500004
practice,32,incongruent,0.640876054764,-0.937284463027,0.70486497879,-0.215704824976,0.06398892402599998
1,1,neutral,0.555994033813,-0.952970976897,0.611973047256,-0.0666829432051,0.055979013442999936
1,2,congruent,0.428773880005,-0.960814233833,0.492769002914,-0.498062074648,0.063995122909
1,3,neutral,0.583650827408,-0.921597949156,0.647619009018,-0.129428998688,0.06396818160999995
1,4,incongruent,0.532993078232,-0.952970976897,0.596977949142,-0.239234595782,0.06398487090999994
1,5,congruent,0.483570098877,-0.921597949156,0.55557012558,-0.474532303842,0.07200002670299999
1,6,congruent,0.536300182343,-0.937284463027,0.584295988083,-0.419629505295,0.04799580573999995
1,7,incongruent,0.484976053238,-0.921597949156,0.548963069916,-0.403942991424,0.06398701667799994
1,8,congruent,0.528916835785,-0.984344004639,0.6048848629,-0.364726706748,0.07596802711499995
1,9,neutral,0.492117881775,-0.984344004639,0.556118965149,-0.356883449812,0.06400108337400007
1,10,incongruent,0.632981061935,-0.937284463027,0.712981939316,-0.372569963683,0.08000087738099992
1,11,incongruent,0.587913036346,-0.921597949156,0.651869058609,-0.29413739433,0.06395602226300001
1,12,neutral,0.448136091232,-0.960814233833,0.512110948563,-0.443159276101,0.063974857331
1,13,congruent,0.376294136047,-0.984344004639,0.432285070419,-0.466689046907,0.05599093437199998
1,14,neutral,0.995548009872,-0.945127719962,1.33153390884,-0.3098239082,0.335985898968
1,15,neutral,0.536936044693,-0.921597949156,0.596904039383,-0.388256477554,0.059967994689999915
1,16,neutral,0.512646913528,-0.905911435286,0.568642854691,-0.42747276223,0.055995941162999996
1,17,congruent,0.50406908989,-0.945127719962,1.10011100769,-0.184331797235,0.5960419178
