block,trial,flankers,firstTime,firstValue,detectTime,detectValue,timeDifferent
practice,1,neutral,0.667050123215,-0.890224921415,0.6870200634,-0.435316019166,0.01996994018499998
practice,2,neutral,0.380774021149,-0.968657490768,0.468751907349,-0.451002533036,0.08797788620000002
practice,3,congruent,0.352252006531,-0.921597949156,0.368281126022,-0.419629505295,0.016029119491000055
practice,4,neutral,0.468842983246,-0.937284463027,0.492829084396,-0.419629505295,0.023986101149999994
practice,5,neutral,0.495785951614,-0.827478865932,0.511763095856,-0.41178624836,0.015977144241999974
practice,6,neutral,0.500196218491,-0.874538407544,0.512204170227,-0.474532303842,0.012007951736
practice,7,neutral,0.364653110504,-0.905911435286,0.388627052307,-0.388256477554,0.023973941803
practice,8,neutral,1.75172185898,-0.937284463027,1.79569506645,-0.419629505295,0.043973207469999886
practice,9,neutral,0.467611074448,-0.827478865932,0.491610050201,-0.388256477554,0.02399897575300003
practice,10,neutral,0.383055210114,-0.88238166448,0.403046131134,-0.388256477554,0.019990921019999996
practice,11,neutral,0.479897022247,-0.921597949156,0.499903202057,-0.498062074648,0.020006179810000024
practice,12,incongruent,0.499376058578,-0.851008636738,0.511344909668,-0.474532303842,0.011968851089999955
practice,13,incongruent,0.464432001114,-0.921597949156,0.484419107437,-0.435316019166,0.019987106322999992
practice,14,congruent,0.331279993057,-0.952970976897,0.367267131805,-0.435316019166,0.03598713874799997
practice,15,congruent,0.384723901749,-0.945127719962,0.412748098373,-0.396099734489,0.02802419662400002
practice,16,incongruent,0.408945083618,-0.984344004639,0.444938898087,-0.41178624836,0.03599381446899996
practice,17,congruent,0.248527050018,-0.968657490768,0.276516914368,-0.474532303842,0.027989864350000032
practice,18,incongruent,0.373068094254,-0.952970976897,0.805032014847,-0.41178624836,0.43196392059300004
practice,19,neutral,0.38844203949,-0.88238166448,0.40443611145,-0.458845789972,0.015994071960000023
practice,20,congruent,0.447389125824,-0.874538407544,0.467365980148,-0.325510422071,0.019976854324000037
practice,21,congruent,0.295722007751,-0.913754692221,0.323705196381,-0.396099734489,0.02798318862999999
practice,22,incongruent,0.420840024948,-0.929441206091,0.436860084534,-0.490218817713,0.016020059586
practice,23,congruent,0.380445957184,-0.835322122868,0.392416954041,-0.451002533036,0.011970996857000038
practice,24,neutral,0.47974395752,-0.921597949156,0.507728099823,-0.364726706748,0.02798414230300006
practice,25,neutral,0.383792877197,-0.913754692221,0.407768964767,-0.42747276223,0.02397608756999997
practice,26,congruent,0.403937101364,-0.921597949156,0.431928157806,-0.349040192877,0.027991056442000006
practice,27,incongruent,0.472948074341,-0.913754692221,0.500929117203,-0.403942991424,0.02798104286200004
practice,28,neutral,0.436079025269,-0.968657490768,0.456076860428,-0.490218817713,0.019997835159
practice,29,incongruent,0.408903837204,-0.937284463027,0.428910017014,-0.325510422071,0.020006179810000024
practice,30,neutral,0.424838066101,-0.88238166448,0.436876058578,-0.419629505295,0.012037992476999992
