block,trial,flankers,firstTime,firstValue,maxTime,maxValue,timeDifferent
practice,1,neutral,0.667050123215,-0.890224921415,0.751040220261,0.372539445173,0.08399009704600002
practice,2,neutral,0.380774021149,-0.968657490768,0.520743846893,0.223517563402,0.13996982574400002
practice,3,congruent,0.352252006531,-0.921597949156,0.436236143112,0.968626972259,0.08398413658100001
practice,4,neutral,0.468842983246,-0.937284463027,0.524828910828,0.0980254524369,0.055985927581999995
practice,5,neutral,0.495785951614,-0.827478865932,0.551783084869,0.27842036195,0.05599713325499994
practice,6,neutral,0.500196218491,-0.874538407544,0.560155153275,0.513718070009,0.05995893478399994
practice,7,neutral,0.364653110504,-0.905911435286,0.448626995087,0.419598986785,0.08397388458299998
practice,8,neutral,1.75172185898,-0.937284463027,1.84370493889,-0.0509964293344,0.09198307990999988
practice,9,neutral,0.467611074448,-0.827478865932,0.519612073898,-0.145115512558,0.05200099945000003
practice,10,neutral,0.383055210114,-0.88238166448,0.447046041489,0.396069215979,0.063990831375
practice,11,neutral,0.479897022247,-0.921597949156,0.535876989365,-0.0745262001404,0.05597996711799996
practice,12,incongruent,0.499376058578,-0.851008636738,0.555409908295,0.17645802179,0.05603384971700004
practice,13,incongruent,0.464432001114,-0.921597949156,0.520431995392,-0.0509964293344,0.05599999427800001
practice,14,congruent,0.331279993057,-0.952970976897,0.519268035889,-0.145115512558,0.18798804283199994
practice,15,congruent,0.384723901749,-0.945127719962,0.448715925217,0.0588091677602,0.06399202346799998
practice,16,incongruent,0.408945083618,-0.984344004639,0.472945928574,-0.301980651265,0.06400084495599995
practice,17,congruent,0.248527050018,-0.968657490768,0.30450296402,-0.270607623524,0.055975914002
practice,18,incongruent,0.373068094254,-0.952970976897,0.849040031433,0.474501785333,0.475971937179
practice,19,neutral,0.38844203949,-0.88238166448,0.452404022217,0.490188299203,0.06396198272699999
practice,20,congruent,0.447389125824,-0.874538407544,0.515377998352,0.403912472915,0.06798887252800007
practice,21,congruent,0.295722007751,-0.913754692221,0.367698192596,0.0588091677602,0.07197618484500001
practice,22,incongruent,0.420840024948,-0.929441206091,0.484836101532,0.592150639363,0.06399607658400003
practice,23,congruent,0.380445957184,-0.835322122868,0.444411993027,0.450972014527,0.06396603584300004
practice,24,neutral,0.47974395752,-0.921597949156,0.539765119553,-0.0353099154637,0.06002116203300001
practice,25,neutral,0.383792877197,-0.913754692221,0.439790010452,0.105868709372,0.055997133255
practice,26,congruent,0.403937101364,-0.921597949156,0.475914001465,0.333323160497,0.071976900101
practice,27,incongruent,0.472948074341,-0.913754692221,0.528963088989,-0.121585741752,0.05601501464800002
practice,28,neutral,0.436079025269,-0.968657490768,0.512074947357,0.239204077273,0.07599592208799999
practice,29,incongruent,0.408903837204,-0.937284463027,0.472898960114,0.513718070009,0.06399512291000004
practice,30,neutral,0.424838066101,-0.88238166448,0.492849111557,0.654896694845,0.06801104545600001
practice,31,neutral,0.379745006561,-0.976500747703,0.443751096725,0.545091097751,0.064006090164
practice,32,incongruent,0.408704996109,-0.874538407544,0.464694023132,0.0823389385662,0.05598902702299996
1,1,neutral,0.475733041763,-0.937284463027,0.535757064819,0.678426465651,0.060024023055999964
1,2,neutral,0.427976846695,-0.945127719962,0.492005825043,0.498031556139,0.06402897834799998
1,3,incongruent,0.424615859985,-0.913754692221,0.480597019196,0.27842036195,0.055981159211
