35f1e7f645f95dd43f55562b7176d4f901c3b9ff06f995c2f2355fe04114fa6ff89f41e6214266d3f2936d0754521a65aaaa3889b98b5ce237a963d59d109638
id	year	month	day	hour	minute	gender	age	handedness	languages	music	gaming	wait	block	trial	target_location	target	flankers	rt	response	error	pre_target_response	ITI_response
41	2011	12	06	15	08	f	18	r	1	4	1	13.1948571205	practice	1	right	black	congruent	0.555222034454	white	TRUE	FALSE	FALSE
41	2011	12	06	15	08	f	18	r	1	4	1	13.1948571205	practice	2	left	black	neutral	0.606312036514	white	TRUE	FALSE	FALSE
41	2011	12	06	15	08	f	18	r	1	4	1	13.1948571205	practice	3	down	white	neutral	0.744189977646	black	TRUE	FALSE	FALSE
41	2011	12	06	15	08	f	18	r	1	4	1	13.1948571205	practice	4	left	white	incongruent	0.884762048721	black	TRUE	FALSE	FALSE
41	2011	12	06	15	08	f	18	r	1	4	1	13.1948571205	practice	5	right	black	neutral	2.00801897049	white	TRUE	FALSE	FALSE
41	2011	12	06	15	08	f	18	r	1	4	1	13.1948571205	practice	6	down	black	neutral	5.95561695099	black	FALSE	FALSE	FALSE
41	2011	12	06	15	08	f	18	r	1	4	1	13.1948571205	practice	7	left	black	neutral	3.19112706184	black	FALSE	FALSE	FALSE
41	2011	12	06	15	08	f	18	r	1	4	1	13.1948571205	practice	8	down	white	neutral	2.50717616081	white	FALSE	FALSE	TRUE
41	2011	12	06	15	08	f	18	r	1	4	1	13.1948571205	practice	9	up	white	incongruent	0.572110176086	white	FALSE	FALSE	FALSE
41	2011	12	06	15	08	f	18	r	1	4	1	13.1948571205	practice	10	up	black	neutral	0.664916992188	black	FALSE	FALSE	FALSE
41	2011	12	06	15	08	f	18	r	1	4	1	13.1948571205	practice	11	down	black	incongruent	0.591480970383	black	FALSE	FALSE	FALSE
41	2011	12	06	15	08	f	18	r	1	4	1	13.1948571205	practice	12	down	black	congruent	0.66869187355	black	FALSE	FALSE	FALSE
41	2011	12	06	15	08	f	18	r	1	4	1	13.1948571205	practice	13	left	black	congruent	0.432584047318	black	FALSE	FALSE	FALSE
41	2011	12	06	15	08	f	18	r	1	4	1	13.1948571205	practice	14	right	white	incongruent	0.470607995987	white	FALSE	FALSE	FALSE
41	2011	12	06	15	08	f	18	r	1	4	1	13.1948571205	practice	15	up	white	congruent	0.631302118301	white	FALSE	FALSE	FALSE
41	2011	12	06	15	08	f	18	r	1	4	1	13.1948571205	practice	16	left	white	neutral	0.447914838791	black	TRUE	FALSE	FALSE
41	2011	12	06	15	08	f	18	r	1	4	1	13.1948571205	practice	17	left	black	incongruent	0.684365987778	black	FALSE	FALSE	FALSE
41	2011	12	06	15	08	f	18	r	1	4	1	13.1948571205	practice	18	up	white	neutral	0.440583944321	white	FALSE	FALSE	FALSE
41	2011	12	06	15	08	f	18	r	1	4	1	13.1948571205	practice	19	up	black	congruent	0.563490867615	black	FALSE	FALSE	FALSE
41	2011	12	06	15	08	f	18	r	1	4	1	13.1948571205	practice	20	down	white	incongruent	0.58743596077	white	FALSE	FALSE	FALSE
41	2011	12	06	15	08	f	18	r	1	4	1	13.1948571205	practice	21	right	black	neutral	0.511620044708	black	FALSE	FALSE	FALSE
41	2011	12	06	15	08	f	18	r	1	4	1	13.1948571205	practice	22	left	white	neutral	1.11186909676	white	FALSE	FALSE	FALSE
41	2011	12	06	15	08	f	18	r	1	4	1	13.1948571205	practice	23	up	white	neutral	28.8641271591	white	FALSE	FALSE	FALSE
41	2011	12	06	15	08	f	18	r	1	4	1	13.1948571205	practice	24	left	white	congruent	0.399868011475	white	FALSE	FALSE	FALSE
41	2011	12	06	15	08	f	18	r	1	4	1	13.1948571205	practice	25	right	white	congruent	0.416864156723	white	FALSE	FALSE	FALSE
41	2011	12	06	15	08	f	18	r	1	4	1	13.1948571205	practice	26	right	black	incongruent	0.336522817612	white	TRUE	FALSE	TRUE
41	2011	12	06	15	08	f	18	r	1	4	1	13.1948571205	practice	27	right	white	neutral	0.512789011002	white	FALSE	FALSE	FALSE
41	2011	12	06	15	08	f	18	r	1	4	1	13.1948571205	practice	28	down	white	congruent	0.480719089508	white	FALSE	FALSE	FALSE
41	2011	12	06	15	08	f	18	r	1	4	1	13.1948571205	practice	29	up	black	incongruent	0.447457075119	black	FALSE	FALSE	FALSE
