block,trial,flankers,firstTime,firstValue,detectTime,detectValue,timeDifferent
practice,1,neutral,0.751235961914,-0.945127719962,0.795249938965,-0.396099734489,0.044013977050999964
practice,2,congruent,0.635890007019,-0.803949095126,0.651881217957,-0.19217505417,0.015991210938000044
practice,3,neutral,0.547821998596,-0.929441206091,0.567824840546,-0.231391338847,0.020002841950000017
practice,4,congruent,0.587323904037,-0.921597949156,0.611330986023,-0.364726706748,0.02400708198599999
practice,5,neutral,0.607216835022,-0.937284463027,0.631227970123,-0.372569963683,0.02401113510100006
practice,6,neutral,0.643733978271,-0.937284463027,0.671718835831,-0.42747276223,0.02798485756000002
practice,7,incongruent,0.507736206055,-0.913754692221,0.539754152298,-0.498062074648,0.03201794624299992
practice,8,neutral,0.683748960495,-0.88238166448,0.703741073608,-0.451002533036,0.019992113112999976
practice,9,incongruent,0.616076946259,-0.952970976897,0.640072822571,-0.498062074648,0.023995876311999953
practice,10,incongruent,0.515330076218,-0.937284463027,0.531322002411,-0.466689046907,0.01599192619300005
practice,11,congruent,0.392426967621,-0.945127719962,0.416415929794,-0.42747276223,0.023988962173000006
practice,12,incongruent,0.464919805527,-0.968657490768,0.484903812408,-0.41178624836,0.019984006880999994
practice,13,neutral,0.32483291626,-0.88238166448,0.336823940277,-0.42747276223,0.01199102401700003
practice,14,neutral,0.436932086945,-0.858851893674,0.452929973602,-0.215704824976,0.01599788665699997
practice,15,congruent,0.319222211838,-0.929441206091,0.743214130402,-0.419629505295,0.42399191856400004
practice,16,incongruent,0.376503944397,-0.921597949156,0.404462099075,-0.419629505295,0.027958154678000002
practice,17,neutral,0.268764972687,-0.929441206091,0.296742916107,-0.435316019166,0.027977943419999984
practice,18,congruent,0.316867828369,-0.952970976897,0.340888977051,-0.474532303842,0.024021148682000004
practice,19,neutral,0.347655057907,-0.921597949156,0.37162399292,-0.419629505295,0.02396893501299996
practice,20,neutral,0.436390161514,-0.866695150609,0.448355197906,-0.41178624836,0.011965036391999972
practice,21,neutral,0.428778886795,-0.929441206091,0.448786973953,-0.419629505295,0.02000808715800001
practice,22,congruent,0.303517103195,-0.945127719962,0.323537111282,-0.333353679006,0.020020008086999996
practice,23,neutral,0.508843898773,-0.913754692221,0.528785943985,-0.3098239082,0.019942045212000048
practice,24,congruent,0.491602897644,-0.913754692221,0.503617048264,-0.451002533036,0.012014150619999997
practice,25,neutral,0.480731010437,-0.921597949156,0.500712156296,-0.396099734489,0.01998114585899996
practice,26,neutral,0.500379085541,-0.858851893674,0.512362957001,-0.498062074648,0.011983871460000017
practice,27,incongruent,0.492866039276,-0.905911435286,0.504856109619,-0.41178624836,0.011990070342999981
practice,28,incongruent,0.432132005692,-0.929441206091,0.46014714241,-0.372569963683,0.02801513671799999
practice,29,neutral,0.400825977325,-0.905911435286,0.412844181061,-0.474532303842,0.012018203735999988
practice,30,incongruent,0.324723958969,-0.937284463027,0.360707044601,-0.396099734489,0.03598308563199998
practice,31,neutral,0.566889047623,-0.984344004639,0.586913824081,-0.29413739433,0.02002477645800005
practice,32,congruent,0.407889127731,-0.952970976897,0.443891048431,-0.451002533036,0.03600192070000002
1,1,incongruent,0.615940093994,-0.803949095126,0.631936073303,-0.333353679006,0.015995979308999986
1,2,congruent,0.383249044418,-0.89806817835,0.407252073288,-0.403942991424,0.02400302887
1,3,neutral,0.407870054245,-0.984344004639,0.455868959427,-0.498062074648,0.04799890518200001
1,4,neutral,0.456810951233,-0.945127719962,0.47681593895,-0.443159276101,0.020004987717000045
1,5,neutral,0.416266918182,-0.984344004639,0.428267002106,-0.419629505295,0.012000083923999982
1,6,neutral,0.472455978394,-0.835322122868,0.488472938538,-0.215704824976,0.016016960144000003
1,7,congruent,0.440734148026,-0.913754692221,0.456742048264,-0.435316019166,0.016007900237999972
