block,trial,flankers,firstTime,firstValue,maxTime,maxValue,timeDifferent
practice,1,neutral,1.04015803337,-0.968657490768,1.85612487793,0.623523667104,0.8159668445599999
practice,2,neutral,1.08717894554,-0.945127719962,1.19919896126,0.607837153233,0.11202001571999998
practice,3,congruent,0.720369100571,-0.937284463027,0.836375951767,0.694112979522,0.11600685119599996
practice,4,congruent,0.604729890823,-0.992187261574,0.760732889175,0.599993896298,0.15600299835200004
practice,5,neutral,0.496716022491,-0.984344004639,0.636687040329,0.709799493393,0.13997101783800003
practice,6,neutral,0.787626028061,-0.929441206091,0.911592960358,0.858821375164,0.12396693229699995
practice,7,neutral,0.775742053986,-0.960814233833,0.891731023788,0.168614764855,0.11598896980199991
practice,8,incongruent,0.788245916367,-0.976500747703,0.912230968475,0.0352793969543,0.12398505210799993
practice,9,neutral,0.519570112228,-0.968657490768,0.603588104248,0.341166417432,0.08401799202000004
practice,10,neutral,1.1915678978,-0.937284463027,1.31955695152,0.811761833552,0.12798905372000013
practice,11,congruent,0.554920911789,-0.89806817835,0.646921873093,0.623523667104,0.09200096130399993
practice,12,incongruent,0.528874874115,-0.945127719962,0.596859931946,-0.254921109653,0.06798505783099995
practice,13,congruent,0.619765996933,-0.960814233833,0.703757047653,-0.0039368877224,0.0839910507199999
practice,14,incongruent,0.764324903488,-0.913754692221,0.832320928574,-0.184331797235,0.067996025086
practice,15,neutral,0.583327054977,-0.960814233833,0.651349067688,-0.443159276101,0.06802201271100006
practice,16,congruent,0.434845924377,-0.921597949156,0.49879193306,-0.388256477554,0.06394600868300004
practice,17,incongruent,0.482689142227,-0.905911435286,0.550651073456,0.184301278726,0.06796193122899996
practice,18,neutral,0.732781171799,-0.929441206091,0.808759212494,-0.29413739433,0.07597804069499992
practice,19,incongruent,0.632845878601,-0.929441206091,0.724865913391,0.113711966308,0.0920200347900001
practice,20,neutral,0.710997104645,-0.937284463027,0.786963224411,-0.239234595782,0.07596611976599998
practice,21,congruent,0.65967297554,-0.929441206091,0.743677854538,-0.0823694570757,0.08400487899799991
practice,22,incongruent,1.64004683495,-0.952970976897,1.73202586174,-0.113742484817,0.09197902679000003
practice,23,neutral,0.68815612793,-0.929441206091,0.752176046371,-0.396099734489,0.06401991844099997
practice,24,congruent,0.495120048523,-0.929441206091,0.567055940628,-0.443159276101,0.07193589210500001
practice,25,incongruent,0.644524097443,-0.960814233833,0.708526134491,-0.113742484817,0.064002037048
practice,26,neutral,0.592730045319,-0.937284463027,0.656715869904,-0.396099734489,0.06398582458500002
practice,27,neutral,0.575595855713,-0.984344004639,1.25962400436,-0.451002533036,0.684028148647
practice,28,neutral,0.604218959808,-0.945127719962,0.668171882629,-0.121585741752,0.06395292282099996
practice,29,congruent,0.399842023849,-0.937284463027,0.519807100296,0.29410687582,0.119965076447
practice,30,neutral,0.467581987381,-0.937284463027,0.547580003738,-0.396099734489,0.07999801635699999
practice,31,incongruent,0.580746889114,-0.890224921415,0.640738964081,-0.325510422071,0.059992074966999986
practice,32,neutral,0.540708065033,-0.929441206091,0.596755027771,-0.349040192877,0.05604696273800003
1,1,neutral,0.779767990112,-0.921597949156,0.831753969193,-0.419629505295,0.051985979081
1,2,incongruent,0.740374088287,-0.945127719962,0.808374881744,-0.419629505295,0.06800079345699994
1,3,incongruent,0.932904958725,-0.913754692221,0.996908903122,-0.0666829432051,0.06400394439699997
1,4,incongruent,0.73913693428,-0.945127719962,0.799124956131,-0.231391338847,0.05998802185099994
1,5,congruent,1.28475999832,-0.921597949156,1.34875917435,-0.129428998688,0.06399917603000005
1,6,neutral,0.700821876526,-0.952970976897,0.764811992645,0.00390636921293,0.06399011611899996
1,7,congruent,0.464243173599,-0.921597949156,0.512213945389,-0.42747276223,0.04797077178999998
1,8,neutral,0.408267021179,-0.929441206091,0.480296850204,-0.451002533036,0.07202982902499999
1,9,neutral,0.615511894226,-0.890224921415,0.66348195076,-0.325510422071,0.047970056534000105
1,10,neutral,0.619596004486,-0.937284463027,0.667588949203,-0.403942991424,0.047992944717
1,11,congruent,0.444673061371,-0.913754692221,1.0046479702,0.270577105014,0.559974908829
1,12,incongruent,0.642499923706,-0.984344004639,0.722515106201,-0.349040192877,0.08001518249500006
1,13,incongruent,0.771045207977,-0.952970976897,0.835034132004,-0.0666829432051,0.06398892402699996
1,14,neutral,0.51991891861,-0.937284463027,0.587934970856,-0.364726706748,0.06801605224600005
1,15,incongruent,0.744771957397,-0.968657490768,1.28472900391,0.113711966308,0.5399570465129999
1,16,incongruent,0.464820861816,-0.929441206091,0.52883887291,0.16077150792,0.06401801109399996
1,17,neutral,0.548891067505,-0.913754692221,0.608869075775,-0.215704824976,0.059978008269999994
1,18,congruent,0.476880073547,-0.945127719962,0.540874004364,0.113711966308,0.063993930817
1,19,congruent,0.58446598053,-0.866695150609,0.652472019196,0.686269722587,0.06800603866599997
1,20,neutral,0.84382390976,-0.960814233833,0.915839910507,-0.0039368877224,0.07201600074699999
1,21,neutral,0.735617876053,-0.937284463027,0.799599885941,-0.184331797235,0.06398200988799996
1,22,neutral,0.640987873077,-0.905911435286,0.71299290657,0.286263618885,0.07200503349300003
1,23,neutral,0.835587978363,-0.913754692221,0.899580001831,0.0352793969543,0.06399202346799993
1,24,congruent,0.491391181946,-0.952970976897,0.555365085602,0.262733848079,0.06397390365600003
1,25,incongruent,0.756263971329,-0.835322122868,0.812282085419,0.247047334208,0.056018114090000015
1,26,neutral,0.635864019394,-0.905911435286,0.699864864349,0.262733848079,0.06400084495500002
1,27,congruent,0.551002979279,-0.874538407544,0.615025997162,0.184301278726,0.06402301788300002
1,28,congruent,0.58886218071,-0.88238166448,0.652840137482,0.247047334208,0.06397795677200002
1,29,neutral,0.480747938156,-0.945127719962,0.548752069473,0.27842036195,0.06800413131700006
1,30,neutral,0.61686205864,-0.921597949156,0.696871995926,0.239204077273,0.08000993728600003
1,31,neutral,0.520407915115,-0.890224921415,0.580413103104,0.372539445173,0.06000518798900001
1,32,neutral,0.727602005005,-0.976500747703,0.791627168655,0.105868709372,0.06402516365
2,1,incongruent,0.692734956741,-0.89806817835,0.76872587204,0.301950132756,0.07599091529899993
2,2,neutral,0.763438940048,-0.984344004639,0.835429906845,0.168614764855,0.07199096679700001
2,3,neutral,0.564764022827,-0.874538407544,0.624737977982,0.192144535661,0.059973955155000036
2,4,neutral,0.631498098373,-0.913754692221,0.695549964905,0.474501785333,0.06405186653200001
2,5,neutral,0.388938903809,-0.945127719962,0.44896197319,0.372539445173,0.060023069380999994
2,6,neutral,0.464854955673,-0.913754692221,0.520852088928,0.498031556139,0.05599713325499994
2,7,incongruent,0.398880004883,-0.929441206091,0.47092294693,-0.403942991424,0.07204294204699996
2,8,neutral,0.62372803688,-0.913754692221,0.68773317337,-0.137272255623,0.06400513648999995
2,9,incongruent,0.388182163239,-0.929441206091,0.444195985794,-0.41178624836,0.05601382255499998
2,10,incongruent,0.632917881012,-0.929441206091,0.688916921616,-0.356883449812,0.05599904060400007
2,11,neutral,0.491780996323,-0.960814233833,0.555788040161,-0.3098239082,0.06400704383800004
2,12,neutral,0.540829896927,-0.929441206091,1.05282187462,0.450972014527,0.511991977693
2,13,congruent,0.584316015244,-0.976500747703,0.696297168732,0.29410687582,0.11198115348799997
2,14,congruent,0.492304801941,-0.921597949156,0.548331022263,-0.364726706748,0.056026220322
2,15,congruent,0.456638097763,-0.945127719962,0.512628078461,-0.356883449812,0.055989980697999986
2,16,congruent,0.471882104874,-0.921597949156,0.531867027283,-0.145115512558,0.05998492240899994
2,17,neutral,0.524091005325,-0.929441206091,0.5880651474,-0.333353679006,0.06397414207500007
2,18,neutral,0.57674407959,-0.960814233833,0.648744106293,-0.403942991424,0.07200002670299999
2,19,congruent,0.508284091949,-0.929441206091,0.568293094635,-0.19217505417,0.06000900268599996
2,20,incongruent,0.634654998779,-0.968657490768,0.726646900177,0.0431226538896,0.09199190139799995
2,21,incongruent,0.760403871536,-0.913754692221,0.820415019989,-0.184331797235,0.06001114845300004
