block,trial,flankers,firstTime,firstValue,detectTime,detectValue,timeDifferent,oneTrigger,trigger
practice,1,neutral,0.527237176895,-0.976500747703,0.563200950623,-0.466689046907,0.03596377372799997,1,left
practice,2,congruent,0.527810811996,-0.952970976897,0.555809020996,-0.372569963683,0.02799820900000005,1,left
practice,3,neutral,0.680852174759,-0.874538407544,0.696854114532,-0.403942991424,0.016001939773000018,1,left
practice,4,neutral,0.568879842758,-0.945127719962,0.580845832825,-0.482375560778,0.011965990067000054,1,right
practice,5,incongruent,0.47958612442,-0.937284463027,0.499600172043,-0.482375560778,0.02001404762300002,1,right
practice,6,incongruent,0.660207033157,-0.921597949156,0.672191858292,-0.466689046907,0.011984825134999988,1,left
practice,7,incongruent,0.430819034576,-0.913754692221,0.442816019058,-0.42747276223,0.011996984481999984,1,right
practice,8,congruent,0.499786138535,-0.937284463027,0.519762039185,-0.223548081912,0.01997590064999999,1,right
practice,9,congruent,0.419013977051,-0.945127719962,0.443037986755,-0.396099734489,0.024024009703999982,1,right
practice,10,neutral,0.428817987442,-0.874538407544,0.440798997879,-0.498062074648,0.011981010437000006,1,right
practice,11,neutral,0.540400981903,-0.913754692221,0.556439876556,-0.498062074648,0.016038894653000013,1,right
practice,12,neutral,0.435714006424,-0.960814233833,0.455719947815,-0.239234595782,0.020005941391000037,1,left
practice,13,neutral,0.563515901566,-0.88238166448,0.575514793396,-0.41178624836,0.011998891830000025,1,left
practice,14,congruent,0.567217826843,-0.89806817835,0.587220907211,-0.380413220618,0.020003080367999915,1,right
practice,15,congruent,0.500655889511,-0.913754692221,0.520619869232,-0.403942991424,0.019963979720999947,1,right
practice,16,incongruent,0.387741088867,-0.905911435286,0.407727956772,-0.419629505295,0.01998686790500004,1,left
practice,17,neutral,0.456760883331,-0.945127719962,0.480732917786,-0.380413220618,0.023972034455000013,1,right
practice,18,neutral,0.6088950634,-0.89806817835,0.632872104645,-0.372569963683,0.023977041244999997,1,left
practice,19,incongruent,0.539489984512,-0.835322122868,0.55148601532,-0.419629505295,0.011996030807999936,1,left
practice,20,congruent,0.379091024399,-0.858851893674,0.39506483078,-0.396099734489,0.01597380638099999,1,right
practice,21,neutral,0.344956159592,-0.890224921415,0.356953144073,-0.466689046907,0.011996984481000006,1,right
practice,22,neutral,0.387138128281,-0.88238166448,0.407140016556,-0.466689046907,0.02000188827499999,1,right
practice,23,incongruent,0.451093196869,-0.929441206091,0.471115112305,-0.451002533036,0.02002191543599996,1,left
practice,24,congruent,0.412076950073,-0.851008636738,0.4280397892,-0.380413220618,0.015962839127000028,1,left
practice,25,neutral,0.436740875244,-0.866695150609,0.456768989563,-0.364726706748,0.02002811431899998,1,right
practice,26,incongruent,0.52859210968,-0.937284463027,0.548616170883,-0.42747276223,0.020024061202999932,1,right
practice,27,incongruent,0.535320997238,-0.929441206091,0.5633289814,-0.41178624836,0.02800798416200001,1,right
practice,28,neutral,0.596674203873,-0.811792352062,0.600666046143,-0.435316019166,0.0039918422700000455,1,left
practice,29,congruent,0.50075507164,-0.929441206091,0.52074098587,-0.451002533036,0.019985914229999957,1,left
practice,30,neutral,0.424603939056,-0.976500747703,0.452631950378,-0.458845789972,0.028028011322,1,right
practice,31,neutral,0.539556026459,-0.913754692221,0.551551818848,-0.443159276101,0.011995792388999948,1,left
practice,32,neutral,0.379649877548,-0.913754692221,0.403614997864,-0.466689046907,0.02396512031600001,1,left
1,1,neutral,0.584138154984,-0.890224921415,0.612110137939,-0.443159276101,0.02797198295500003,1,right
1,2,neutral,0.548480033875,-0.913754692221,0.568472146988,-0.451002533036,0.019992113112999976,1,left
1,3,incongruent,0.451442956924,-0.968657490768,0.491417884827,-0.443159276101,0.039974927903,1,left
1,4,neutral,0.400741100311,-0.945127719962,0.428745985031,-0.41178624836,0.028004884719999956,1,left
1,5,congruent,0.395276069641,-0.945127719962,0.431260108948,-0.419629505295,0.035984039307000004,1,right
1,6,congruent,0.306231021881,-0.88238166448,0.318186044693,-0.42747276223,0.011955022812000005,1,left
1,7,neutral,0.315992116928,-0.929441206091,0.339971065521,-0.262764366588,0.023978948592999982,1,left
1,8,neutral,0.658545970917,-0.89806817835,0.686551094055,-0.42747276223,0.028005123138000076,1,right
1,9,neutral,0.492321014404,-0.905911435286,0.504337787628,-0.466689046907,0.012016773223999966,1,right
1,10,neutral,0.518975973129,-0.913754692221,0.538944959641,-0.458845789972,0.019968986511999964,1,left
1,11,incongruent,0.534892082214,-0.905911435286,0.562849998474,-0.396099734489,0.027957916259999993,1,left
1,12,neutral,0.37158703804,-0.905911435286,0.839589118958,-0.419629505295,0.46800208091800005,1,right
1,13,incongruent,0.491404056549,-0.945127719962,0.519341945648,-0.42747276223,0.02793788909899997,1,right
1,14,congruent,0.435669898987,-0.945127719962,0.455726861954,-0.270607623524,0.02005696296699999,1,left
1,15,neutral,0.396703958511,-0.960814233833,0.416692018509,-0.403942991424,0.01998805999800002,1,right
1,16,neutral,0.528907060623,-0.921597949156,0.548846006393,-0.333353679006,0.019938945769999994,1,left
1,17,incongruent,0.475255012512,-0.945127719962,0.499224901199,-0.278450880459,0.023969888687000007,1,right
1,18,congruent,0.51970911026,-0.976500747703,0.539697170258,-0.451002533036,0.01998805999800002,1,left
1,19,incongruent,0.407181024551,-0.952970976897,0.427130937576,-0.451002533036,0.019949913024999988,1,right
1,20,congruent,0.388463973999,-0.984344004639,0.416450977325,-0.419629505295,0.027987003326000015,1,right
1,21,incongruent,0.512722015381,-0.913754692221,0.532727003098,-0.396099734489,0.02000498771699999,1,left
1,22,neutral,0.715954780579,-0.913754692221,0.735971927643,-0.42747276223,0.02001714706400004,1,right
1,23,neutral,0.584085941315,-0.968657490768,0.604101896286,-0.325510422071,0.02001595497099995,1,left
1,24,neutral,0.451605796814,-0.874538407544,0.463612794876,-0.443159276101,0.012006998062000007,1,right
1,25,incongruent,0.455857038498,-0.921597949156,0.479846000671,-0.42747276223,0.02398896217299995,1,left
1,26,incongruent,0.427647829056,-0.921597949156,0.447628974915,-0.364726706748,0.01998114585899996,1,left
1,27,congruent,0.474864006042,-0.827478865932,0.490865945816,-0.325510422071,0.016001939773999996,1,left
1,28,neutral,0.40841293335,-0.921597949156,0.428426027298,-0.341196935942,0.020013093947999994,1,left
1,29,congruent,0.463291168213,-0.874538407544,0.475279092789,-0.372569963683,0.011987924576000009,1,right
1,30,neutral,0.45921087265,-0.890224921415,0.479202985764,-0.419629505295,0.01999211311400001,1,left
1,31,congruent,0.408096075058,-0.890224921415,0.428096055984,-0.419629505295,0.019999980926000027,1,right
1,32,neutral,0.512610197067,-0.929441206091,0.532617092133,-0.396099734489,0.020006895066000063,1,left
2,1,incongruent,0.640228033066,-0.88238166448,0.65221118927,-0.42747276223,0.011983156204000034,1,left
2,2,neutral,0.599780082703,-0.960814233833,0.659774065018,-0.482375560778,0.05999398231499997,1,right
2,3,neutral,0.863633155823,-0.811792352062,0.879619121552,-0.239234595782,0.015985965728999907,0,left/right
2,4,neutral,0.631134033203,-0.968657490768,0.643119096756,-0.474532303842,0.011985063552999997,1,left
2,5,neutral,0.48472905159,-0.827478865932,0.500726938248,-0.286294137394,0.01599788665799995,1,left
2,6,neutral,0.500580072403,-0.89806817835,0.520539045334,-0.396099734489,0.01995897293100002,1,right
2,7,neutral,0.58362197876,-0.945127719962,0.603612184525,-0.254921109653,0.01999020576499999,1,right
2,8,congruent,0.496688842773,-0.819635608997,0.512706041336,-0.380413220618,0.016017198562999935,1,left
2,9,neutral,0.483642101288,-0.88238166448,0.499629974365,-0.419629505295,0.015987873077000003,1,left
2,10,incongruent,0.495347976685,-0.88238166448,0.519356012344,-0.372569963683,0.02400803565899995,1,left
2,11,incongruent,0.504757165909,-0.88238166448,0.520754098892,-0.498062074648,0.01599693298299998,1,right
2,12,congruent,0.504773855209,-0.945127719962,0.532754898071,-0.458845789972,0.027981042861999983,1,right
