0cd74f2984ced03e2ccc8e95cbf72053bdd24184dcca542247e818662c85fcdf7cca2504c06a642a2add35d7234a67ecc353dc0f0082e8d2eed8f9d511c87b5b
id	year	month	day	hour	minute	gender	age	handedness	languages	music	gaming	wait	block	trial	target_location	target	flankers	rt	response	error	pre_target_response	ITI_response
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	1	down	white	incongruent	0.750835895538	white	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	2	down	white	neutral	0.539740085602	white	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	3	up	white	neutral	1.28441905975	white	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	4	down	white	neutral	0.435434818268	white	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	5	left	black	incongruent	0.455348014832	black	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	6	down	black	neutral	0.480072975159	black	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	7	up	white	congruent	0.456990003586	white	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	8	right	black	congruent	0.512341022491	black	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	9	right	white	neutral	0.472847938538	white	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	10	right	black	neutral	0.435909986496	black	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	11	left	white	neutral	0.886791944504	white	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	12	down	black	incongruent	0.445013999939	black	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	13	right	white	incongruent	0.577014923096	white	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	14	left	white	congruent	0.39142203331	white	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	15	down	black	congruent	0.396077871323	black	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	16	left	black	neutral	0.390682935715	black	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	17	up	black	incongruent	0.315275907516	black	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	18	up	black	neutral	0.316421985626	black	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	19	right	black	incongruent	0.332319021225	black	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	20	up	black	congruent	0.344484090805	black	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	21	right	black	neutral	0.323729991913	black	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	22	down	black	neutral	0.476577043533	black	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	23	up	black	neutral	0.311454057693	black	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	24	down	white	congruent	0.31890296936	black	TRUE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	25	left	black	neutral	0.400582075119	black	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	26	right	white	neutral	0.39509510994	white	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	27	left	black	congruent	0.520432949066	black	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	28	up	white	incongruent	0.345058202744	black	TRUE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	29	right	white	congruent	0.379857063293	black	TRUE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	30	up	white	neutral	0.503877878189	white	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	31	left	white	incongruent	0.408936023712	white	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	10.0462870598	practice	32	left	white	neutral	0.343894004822	white	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	18.3824961185	1	1	down	white	neutral	0.443203210831	white	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	18.3824961185	1	2	left	black	congruent	0.351154088974	black	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	18.3824961185	1	3	down	black	congruent	0.90354681015	black	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	18.3824961185	1	4	right	black	congruent	0.416871070862	black	FALSE	FALSE	FALSE
24	2011	12	01	16	02	 m	18	r	1	10	15	18.3824961185	1	5	left	white	incongruent	0.287887811661	white	FALSE	FALSE	FALSE
