id	block	trial	target_location	target	flankers	trigger	time	value
44	practice	1	left	white	congruent	left	-0.992640972137	-1.00003051851
44	practice	1	left	white	congruent	left	0.983349084854	-0.929441206091
44	practice	1	left	white	congruent	left	0.991348981857	-0.78041932432
44	practice	1	left	white	congruent	left	0.995321035385	-0.654927213355
44	practice	1	left	white	congruent	left	1.00330710411	-0.552964873196
44	practice	1	left	white	congruent	left	1.01130104065	-0.419629505295
44	practice	1	left	white	congruent	left	1.01931905746	-0.349040192877
44	practice	1	left	white	congruent	left	1.02329707146	-0.262764366588
44	practice	1	left	white	congruent	left	1.03134918213	-0.160802026429
44	practice	1	left	white	congruent	left	1.0392999649	-0.0980559709464
44	practice	1	left	white	congruent	left	1.04729819298	-0.0353099154637
44	practice	1	left	white	congruent	left	1.05131602287	0.0195928830836
44	practice	1	left	white	congruent	left	1.05932116508	0.0666524246956
44	practice	1	left	white	congruent	left	1.06729102135	0.121555223243
44	practice	1	left	white	congruent	left	1.07531619072	0.16077150792
44	practice	1	left	white	congruent	left	1.07931113243	0.168614764855
44	practice	1	left	white	congruent	left	1.08732104301	0.184301278726
44	practice	1	left	white	congruent	left	1.09529399872	0.192144535661
44	practice	1	left	white	congruent	left	1.1033000946	0.207831049532
44	practice	1	left	white	congruent	left	1.1073050499	0.215674306467
44	practice	1	left	white	congruent	left	1.11530518532	0.207831049532
44	practice	1	left	white	congruent	left	1.12332105637	0.215674306467
44	practice	1	left	white	congruent	left	1.13132119179	0.207831049532
44	practice	1	left	white	congruent	left	1.13529205322	0.215674306467
44	practice	1	left	white	congruent	left	1.17131519318	0.17645802179
44	practice	1	left	white	congruent	left	1.17930197716	-0.223548081912
44	practice	1	left	white	congruent	left	1.18729901314	-0.890224921415
44	practice	1	left	white	congruent	left	1.19130301476	-1.00003051851
44	practice	2	left	white	neutral	left	0.668815851212	-0.725516525773
44	practice	2	left	white	neutral	left	0.67280292511	-0.388256477554
44	practice	2	left	white	neutral	left	0.680790901184	-0.3098239082
44	practice	2	left	white	neutral	left	0.688808917999	-0.113742484817
44	practice	2	left	white	neutral	left	0.696806907654	0.00390636921293
44	practice	2	left	white	neutral	left	0.700816869736	0.121555223243
44	practice	2	left	white	neutral	left	0.708837032318	0.184301278726
44	practice	2	left	white	neutral	left	0.716804981232	0.239204077273
44	practice	2	left	white	neutral	left	0.724800825119	0.27842036195
44	practice	2	left	white	neutral	left	0.728799819946	0.325479903562
44	practice	2	left	white	neutral	left	0.736774921417	0.349009674368
44	practice	2	left	white	neutral	left	0.74477481842	0.356852931303
44	practice	2	left	white	neutral	left	0.764837026596	0.364696188238
44	practice	2	left	white	neutral	left	0.792803049088	0.27842036195
44	practice	2	left	white	neutral	left	0.800812005997	-0.317667165136
44	practice	2	left	white	neutral	left	0.808667898178	-1.00003051851
44	practice	3	up	white	incongruent	left	0.605276107788	-0.851008636738
44	practice	3	up	white	incongruent	left	0.613286018372	-0.490218817713
44	practice	3	up	white	incongruent	left	0.621272087097	-0.341196935942
44	practice	3	up	white	incongruent	left	0.625268936157	-0.1764885403
44	practice	3	up	white	incongruent	left	0.633250951767	-0.0509964293344
44	practice	3	up	white	incongruent	left	0.641269922256	0.0431226538896
44	practice	3	up	white	incongruent	left	0.649254083633	0.137241737114
44	practice	3	up	white	incongruent	left	0.657263040543	0.168614764855
44	practice	3	up	white	incongruent	left	0.661263942719	0.17645802179
44	practice	3	up	white	incongruent	left	0.66925406456	0.184301278726
44	practice	3	up	white	incongruent	left	0.71324801445	0.00390636921293
44	practice	3	up	white	incongruent	left	0.717247009277	-0.929441206091
44	practice	3	up	white	incongruent	left	0.725275039673	-1.00003051851
44	practice	4	up	white	congruent	left	0.393119812012	-0.835322122868
44	practice	4	up	white	congruent	left	0.401093959808	-0.678456984161
44	practice	4	up	white	congruent	left	0.409082889557	-0.513748588519
44	practice	4	up	white	congruent	left	0.417096853256	-0.419629505295
44	practice	4	up	white	congruent	left	0.421095848083	-0.380413220618
44	practice	4	up	white	congruent	left	0.429094791412	-0.356883449812
44	practice	4	up	white	congruent	left	0.445101976395	-0.349040192877
44	practice	4	up	white	congruent	left	0.449100017548	-0.356883449812
44	practice	4	up	white	congruent	left	0.457090854645	-0.349040192877
44	practice	4	up	white	congruent	left	0.46507692337	-0.356883449812
44	practice	4	up	white	congruent	left	0.485080957413	-0.52943510239
44	practice	4	up	white	congruent	left	0.493089914322	-0.843165379803
44	practice	4	up	white	congruent	left	0.501091003418	-1.00003051851
44	practice	5	right	white	congruent	left	0.436888933182	-0.890224921415
44	practice	5	right	white	congruent	left	0.44088101387	-0.733359782708
44	practice	5	right	white	congruent	left	0.448868989944	-0.678456984161
44	practice	5	right	white	congruent	left	0.456866979599	-0.64708395642
44	practice	5	right	white	congruent	left	0.464865922928	-0.505905331584
44	practice	5	right	white	congruent	left	0.468866109848	-0.435316019166
44	practice	5	right	white	congruent	left	0.476860046387	-0.403942991424
44	practice	5	right	white	congruent	left	0.484868049622	-0.372569963683
44	practice	5	right	white	congruent	left	0.496876001358	-0.364726706748
44	practice	5	right	white	congruent	left	0.532860994339	-0.403942991424
44	practice	5	right	white	congruent	left	0.540879011154	-0.64708395642
44	practice	5	right	white	congruent	left	0.548861026764	-0.945127719962
44	practice	5	right	white	congruent	left	0.552857875824	-1.00003051851
44	practice	6	right	white	neutral	left	0.556494951248	-0.945127719962
44	practice	6	right	white	neutral	left	0.564490795135	-0.717673268838
44	practice	6	right	white	neutral	left	0.568507909775	-0.560808130131
44	practice	6	right	white	neutral	left	0.5764939785	-0.443159276101
44	practice	6	right	white	neutral	left	0.584494829178	-0.380413220618
44	practice	6	right	white	neutral	left	0.592483997345	-0.333353679006
44	practice	6	right	white	neutral	left	0.596481800079	-0.301980651265
44	practice	6	right	white	neutral	left	0.604499816895	-0.262764366588
44	practice	6	right	white	neutral	left	0.612482786179	-0.247077852718
44	practice	6	right	white	neutral	left	0.624481916428	-0.254921109653
44	practice	6	right	white	neutral	left	0.632488965988	-0.247077852718
44	practice	6	right	white	neutral	left	0.640482902527	-0.254921109653
44	practice	6	right	white	neutral	left	0.6564848423	-0.372569963683
44	practice	6	right	white	neutral	left	0.660485982895	-0.725516525773
44	practice	6	right	white	neutral	left	0.668502807617	-1.00003051851
44	practice	7	left	white	incongruent	left	0.648945808411	-0.976500747703
44	practice	7	left	white	incongruent	left	0.652931928635	-0.749046296579
44	practice	7	left	white	incongruent	left	0.660930871964	-0.560808130131
44	practice	7	left	white	incongruent	left	0.668934822083	-0.458845789972
44	practice	7	left	white	incongruent	left	0.676951885223	-0.403942991424
44	practice	7	left	white	incongruent	left	0.680953025818	-0.349040192877
44	practice	7	left	white	incongruent	left	0.688946008682	-0.325510422071
44	practice	7	left	white	incongruent	left	0.696964025497	-0.317667165136
44	practice	7	left	white	incongruent	left	0.704965829849	-0.29413739433
44	practice	7	left	white	incongruent	left	0.736960887909	-0.3098239082
44	practice	7	left	white	incongruent	left	0.744933843613	-0.419629505295
44	practice	7	left	white	incongruent	left	0.752934932709	-0.756889553514
44	practice	7	left	white	incongruent	left	0.760962963104	-1.00003051851
44	practice	8	down	black	neutral	right	0.680589914322	-0.890224921415
44	practice	8	down	black	neutral	right	0.688583850861	-0.835322122868
44	practice	8	down	black	neutral	right	0.696588039398	-0.717673268838
44	practice	8	down	black	neutral	right	0.700567960739	-0.592181157872
44	practice	8	down	black	neutral	right	0.708561897278	-0.419629505295
44	practice	8	down	black	neutral	right	0.716578006744	-0.301980651265
44	practice	8	down	black	neutral	right	0.724555015564	-0.184331797235
44	practice	8	down	black	neutral	right	0.728554010391	-0.105899227882
44	practice	8	down	black	neutral	right	0.736554861069	-0.0666829432051
44	practice	8	down	black	neutral	right	0.744583845139	-0.0196234015931
44	practice	8	down	black	neutral	right	0.752579927444	0.00390636921293
44	practice	8	down	black	neutral	right	0.756574869156	0.0352793969543
44	practice	8	down	black	neutral	right	0.764555931091	0.0509659108249
44	practice	8	down	black	neutral	right	0.788558959961	0.0588091677602
44	practice	8	down	black	neutral	right	0.792572975159	0.0509659108249
44	practice	8	down	black	neutral	right	0.808547973633	0.0588091677602
44	practice	8	down	black	neutral	right	0.820562839508	0.0431226538896
44	practice	8	down	black	neutral	right	0.828549861908	-0.0039368877224
44	practice	8	down	black	neutral	right	0.83661198616	-0.145115512558
44	practice	8	down	black	neutral	right	0.844571828842	-0.482375560778
44	practice	8	down	black	neutral	right	0.848556041718	-0.921597949156
44	practice	8	down	black	neutral	right	0.856606960297	-1.00003051851
44	practice	9	up	black	neutral	right	0.605124950409	-0.741203039644
44	practice	9	up	black	neutral	right	0.613129138947	-0.490218817713
44	practice	9	up	black	neutral	right	0.621142148972	-0.341196935942
44	practice	9	up	black	neutral	right	0.625169038773	-0.152958769494
44	practice	9	up	black	neutral	right	0.633142948151	-0.0353099154637
44	practice	9	up	black	neutral	right	0.641144037247	0.0666524246956
44	practice	9	up	black	neutral	right	0.649127960205	0.16077150792
44	practice	9	up	black	neutral	right	0.653131008148	0.262733848079
44	practice	9	up	black	neutral	right	0.661148071289	0.301950132756
44	practice	9	up	black	neutral	right	0.669124126434	0.349009674368
44	practice	9	up	black	neutral	right	0.677133083344	0.356852931303
44	practice	9	up	black	neutral	right	0.717137098312	0.349009674368
44	practice	9	up	black	neutral	right	0.725100040436	0.270577105014
44	practice	9	up	black	neutral	right	0.733094930649	-0.0274666585284
44	practice	9	up	black	neutral	right	0.737112045288	-0.709830011902
44	practice	9	up	black	neutral	right	0.745120048523	-1.00003051851
44	practice	10	left	black	neutral	right	0.53315782547	-0.890224921415
44	practice	10	left	black	neutral	right	0.541126966476	-0.741203039644
44	practice	10	left	black	neutral	right	0.54913687706	-0.505905331584
44	practice	10	left	black	neutral	right	0.55712389946	-0.364726706748
44	practice	10	left	black	neutral	right	0.561111927032	-0.1764885403
44	practice	10	left	black	neutral	right	0.569109916687	-0.0666829432051
44	practice	10	left	black	neutral	right	0.577128887177	0.0274361400189
44	practice	10	left	black	neutral	right	0.585135936737	0.121555223243
44	practice	10	left	black	neutral	right	0.589110851288	0.168614764855
44	practice	10	left	black	neutral	right	0.597149848938	0.215674306467
44	practice	10	left	black	neutral	right	0.605145931244	0.247047334208
44	practice	10	left	black	neutral	right	0.625113010406	0.254890591144
44	practice	10	left	black	neutral	right	0.63313794136	0.247047334208
44	practice	10	left	black	neutral	right	0.653127908707	0.223517563402
44	practice	10	left	black	neutral	right	0.661171913147	0.129398480178
44	practice	10	left	black	neutral	right	0.66910982132	-0.29413739433
44	practice	10	left	black	neutral	right	0.673118829727	-0.890224921415
44	practice	10	left	black	neutral	right	0.681110858917	-1.00003051851
44	practice	11	down	black	neutral	right	0.408261060715	-0.858851893674
44	practice	11	down	black	neutral	right	0.412271976471	-0.64708395642
44	practice	11	down	black	neutral	right	0.420255184174	-0.505905331584
44	practice	11	down	black	neutral	right	0.428266048431	-0.396099734489
44	practice	11	down	black	neutral	right	0.43626499176	-0.286294137394
44	practice	11	down	black	neutral	right	0.440239191055	-0.1764885403
44	practice	11	down	black	neutral	right	0.448240041733	-0.121585741752
44	practice	11	down	black	neutral	right	0.456251144409	-0.090212714011
44	practice	11	down	black	neutral	right	0.464282989502	-0.0745262001404
44	practice	11	down	black	neutral	right	0.468296051025	-0.0666829432051
44	practice	11	down	black	neutral	right	0.492248058319	-0.0745262001404
44	practice	11	down	black	neutral	right	0.496260166168	-0.0666829432051
44	practice	11	down	black	neutral	right	0.504235029221	-0.0745262001404
44	practice	11	down	black	neutral	right	0.520239114761	-0.262764366588
44	practice	11	down	black	neutral	right	0.524255990982	-0.819635608997
44	practice	11	down	black	neutral	right	0.532243967056	-1.00003051851
44	practice	12	down	black	incongruent	right	0.365082979202	-0.929441206091
44	practice	12	down	black	incongruent	right	0.373054981232	-0.858851893674
44	practice	12	down	black	incongruent	right	0.381062984467	-0.78041932432
44	practice	12	down	black	incongruent	right	0.385066986084	-0.678456984161
44	practice	12	down	black	incongruent	right	0.393064022064	-0.607867671743
44	practice	12	down	black	incongruent	right	0.401073932648	-0.592181157872
44	practice	12	down	black	incongruent	right	0.409076929092	-0.521591845454
44	practice	12	down	black	incongruent	right	0.413079023361	-0.513748588519
44	practice	12	down	black	incongruent	right	0.421092033386	-0.505905331584
44	practice	12	down	black	incongruent	right	0.429046869278	-0.498062074648
44	practice	12	down	black	incongruent	right	0.441073894501	-0.505905331584
44	practice	12	down	black	incongruent	right	0.449064970016	-0.498062074648
44	practice	12	down	black	incongruent	right	0.477066040039	-0.631397442549
44	practice	12	down	black	incongruent	right	0.485085964203	-0.890224921415
44	practice	12	down	black	incongruent	right	0.493052959442	-1.00003051851
44	practice	13	left	black	neutral	right	0.492248058319	-0.827478865932
44	practice	13	left	black	neutral	right	0.500230073929	-0.639240699484
44	practice	13	left	black	neutral	right	0.504225969315	-0.505905331584
44	practice	13	left	black	neutral	right	0.512238025665	-0.41178624836
44	practice	13	left	black	neutral	right	0.520235061646	-0.356883449812
44	practice	13	left	black	neutral	right	0.528252124786	-0.278450880459
44	practice	13	left	black	neutral	right	0.532251119614	-0.200018311106
44	practice	13	left	black	neutral	right	0.540253162384	-0.184331797235
44	practice	13	left	black	neutral	right	0.548248052597	-0.168645283364
44	practice	13	left	black	neutral	right	0.556240081787	-0.160802026429
44	practice	13	left	black	neutral	right	0.596246957779	-0.168645283364
44	practice	13	left	black	neutral	right	0.604236125946	-0.325510422071
44	practice	13	left	black	neutral	right	0.612223148346	-0.788262581256
44	practice	13	left	black	neutral	right	0.616235017776	-1.00003051851
44	practice	14	up	black	congruent	right	0.401126146317	-0.890224921415
44	practice	14	up	black	congruent	right	0.409095048904	-0.749046296579
44	practice	14	up	black	congruent	right	0.417116165161	-0.600024414808
44	practice	14	up	black	congruent	right	0.421113967896	-0.474532303842
44	practice	14	up	black	congruent	right	0.429134130478	-0.419629505295
44	practice	14	up	black	congruent	right	0.437111139297	-0.372569963683
44	practice	14	up	black	congruent	right	0.445127010345	-0.349040192877
44	practice	14	up	black	congruent	right	0.449115991592	-0.317667165136
44	practice	14	up	black	congruent	right	0.457123041153	-0.286294137394
44	practice	14	up	black	congruent	right	0.473095178604	-0.29413739433
44	practice	14	up	black	congruent	right	0.477127075195	-0.286294137394
44	practice	14	up	black	congruent	right	0.501116037369	-0.3098239082
44	practice	14	up	black	congruent	right	0.505104064941	-0.466689046907
44	practice	14	up	black	congruent	right	0.513128042221	-0.874538407544
