block,trial,flankers,firstTime,firstValue,detectTime,detectValue,timeDifferent,oneTrigger,trigger
practice,1,incongruent,13.2287490368,-0.945127719962,13.2567331791,-0.364726706748,0.02798414229999935,1,left
practice,2,neutral,5.15539598465,-0.937284463027,5.18339705467,-0.349040192877,0.028001070020000185,1,left
practice,3,congruent,1.03690600395,-0.952970976897,1.09291100502,-0.474532303842,0.05600500106999995,1,right
practice,4,neutral,0.871760129929,-0.874538407544,0.883748054504,-0.490218817713,0.011987924574999975,1,left
practice,5,congruent,0.855987071991,-0.945127719962,0.891994953156,-0.42747276223,0.03600788116499998,1,right
practice,6,neutral,0.848524093628,-0.952970976897,0.8765001297,-0.41178624836,0.027976036072000054,1,left
practice,7,neutral,0.977152109146,-0.929441206091,1.01312303543,-0.474532303842,0.035970926284000004,1,right
practice,8,congruent,0.75287604332,-0.937284463027,0.780891895294,-0.443159276101,0.028015851974000028,1,right
practice,9,incongruent,0.773188114166,-0.945127719962,0.801207065582,-0.41178624836,0.028018951416000082,1,right
practice,10,congruent,0.576241970062,-0.89806817835,0.596225976944,-0.262764366588,0.019984006882000083,1,left
practice,11,incongruent,0.71496295929,-0.968657490768,0.742946147919,-0.372569963683,0.027983188629000066,1,left
practice,12,neutral,0.452297925949,-0.960814233833,0.472284793854,-0.380413220618,0.01998686790500004,1,left
practice,13,congruent,0.511739015579,-0.945127719962,0.53973698616,-0.380413220618,0.027997970580999954,1,right
practice,14,neutral,0.88517999649,-0.945127719962,0.921187162399,-0.490218817713,0.036007165908999994,1,right
practice,15,incongruent,0.660552024841,-0.929441206091,0.688513040543,-0.443159276101,0.027961015702000047,1,right
practice,16,incongruent,0.616328001022,-0.976500747703,0.652333021164,-0.482375560778,0.03600502014200002,1,left
practice,17,incongruent,0.539499998093,-0.952970976897,1.10750603676,-0.403942991424,0.5680060386670001,1,right
practice,18,neutral,0.584989070892,-0.905911435286,0.605000019073,-0.3098239082,0.02001094818100002,1,left
practice,19,neutral,0.583966970444,-0.945127719962,0.619987010956,-0.482375560778,0.03602004051199992,1,right
practice,20,incongruent,0.61162519455,-0.968657490768,0.631612062454,-0.356883449812,0.01998686790400006,1,left
practice,21,neutral,0.568983078003,-0.929441206091,0.596986055374,-0.474532303842,0.028002977370999993,1,right
practice,22,congruent,0.596915960312,-0.921597949156,0.616883039474,-0.482375560778,0.019967079162000023,1,left
practice,23,neutral,0.479838132858,-0.952970976897,0.515820980072,-0.443159276101,0.03598284721399997,1,right
practice,24,neutral,0.923785924911,-0.905911435286,0.943783044815,-0.396099734489,0.019997119903999994,1,left
practice,25,neutral,0.544713973999,-0.913754692221,0.5726749897,-0.458845789972,0.027961015700999958,1,right
practice,26,congruent,2.10418009758,-0.976500747703,2.13215589523,-0.380413220618,0.02797579764999991,1,left
practice,27,neutral,0.857217073441,-0.937284463027,0.897216081619,-0.41178624836,0.03999900817800006,1,right
practice,28,neutral,0.684910058975,-0.992187261574,0.712882041931,-0.474532303842,0.027971982956000008,1,right
practice,29,neutral,0.700729846954,-0.984344004639,0.728715896606,-0.443159276101,0.027986049652000022,1,right
practice,30,congruent,0.472353935242,-0.890224921415,0.500327110291,-0.403942991424,0.027973175048999988,1,left
practice,31,incongruent,0.556438922882,-0.937284463027,0.58846282959,-0.498062074648,0.03202390670799993,1,left
practice,32,neutral,0.575897932053,-0.992187261574,0.611877918243,-0.41178624836,0.03597998618999998,1,right
1,1,neutral,2.93849110603,-0.945127719962,3.39445495605,-0.458845789972,0.4559638500200003,1,right
1,2,incongruent,1.56307506561,-0.952970976897,1.61106109619,-0.435316019166,0.04798603057999995,1,left
1,3,incongruent,2.07320713997,-0.929441206091,2.11317300797,-0.458845789972,0.039965867999999904,1,right
1,4,neutral,4.70010495186,-0.929441206091,4.72808718681,-0.419629505295,0.02798223494999963,1,left
1,5,congruent,1.67695093155,-0.921597949156,1.69695782661,-0.364726706748,0.020006895060000085,1,left
1,6,neutral,1.88000392914,-0.945127719962,1.92398190498,-0.498062074648,0.04397797584000007,1,right
1,7,congruent,0.947185993195,-0.945127719962,0.975188016891,-0.451002533036,0.028002023696000022,1,right
1,8,congruent,0.457165002823,-0.929441206091,0.493158102036,-0.42747276223,0.035993099213000035,1,left
1,9,neutral,0.636534929276,-0.968657490768,0.664502859116,-0.419629505295,0.027967929840000072,1,left
1,10,neutral,0.695347070694,-0.976500747703,0.739351987839,-0.458845789972,0.04400491714499999,1,right
1,11,neutral,2.06904602051,-0.929441206091,2.08902406693,-0.372569963683,0.019978046419999895,1,left
1,12,incongruent,0.703261852264,-0.921597949156,0.723258018494,-0.490218817713,0.01999616623,1,right
1,13,incongruent,0.625092983246,-0.913754692221,1.13704800606,-0.466689046907,0.5119550228139998,1,right
1,14,neutral,1.0489051342,-0.960814233833,1.07688713074,-0.474532303842,0.02798199654000011,1,left
1,15,neutral,0.436094999313,-0.905911435286,0.940079927444,-0.474532303842,0.503984928131,1,right
1,16,congruent,0.539493083954,-0.929441206091,0.559478998184,-0.372569963683,0.019985914230000068,1,left
1,17,neutral,0.82851600647,-0.929441206091,0.85652589798,-0.466689046907,0.028009891509999996,1,right
1,18,congruent,0.463529825211,-0.960814233833,0.491509914398,-0.443159276101,0.027980089187000012,1,left
1,19,incongruent,0.733016014099,-0.929441206091,0.753002882004,-0.419629505295,0.01998686790500004,1,left
1,20,neutral,0.540865898132,-0.937284463027,0.568840026855,-0.380413220618,0.02797412872299998,1,right
1,21,neutral,0.57689499855,-0.937284463027,0.60085105896,-0.466689046907,0.02395606040999998,1,right
1,22,neutral,0.580920934677,-0.88238166448,0.604915857315,-0.466689046907,0.02399492263799996,1,right
1,23,neutral,0.671491146088,-0.968657490768,0.699485063553,-0.451002533036,0.027993917465000018,1,left
1,24,neutral,0.533118963242,-0.921597949156,0.557149887085,-0.466689046907,0.024030923842999985,1,right
1,25,incongruent,0.883783102036,-0.937284463027,0.903782129288,-0.490218817713,0.01999902725199998,1,left
1,26,congruent,0.500323057175,-0.913754692221,0.528318166733,-0.403942991424,0.027995109557999998,1,right
1,27,congruent,0.495486974716,-0.929441206091,0.523447036743,-0.380413220618,0.027960062026999966,1,right
1,28,incongruent,0.603945016861,-0.905911435286,0.63195681572,-0.41178624836,0.02801179885899996,1,right
1,29,neutral,0.407865047455,-0.945127719962,0.435851097107,-0.419629505295,0.027986049651999967,1,left
1,30,incongruent,0.457140922546,-0.890224921415,0.481106042862,-0.333353679006,0.02396512031600001,1,left
1,31,neutral,0.581159114838,-0.890224921415,0.60514998436,-0.349040192877,0.023990869522000025,1,left
1,32,congruent,0.407474040985,-0.945127719962,0.439467906952,-0.498062074648,0.03199386596699999,1,right
2,1,neutral,0.648015022278,-0.960814233833,0.67999792099,-0.474532303842,0.031982898711999996,1,right
