id	block	trial	target_location	target	flankers	trigger	time	value
22	practice	1	up	black	incongruent	left	-0.992136001587	-1.00003051851
22	practice	1	up	black	incongruent	left	13.2287490368	-0.945127719962
22	practice	1	up	black	incongruent	left	13.2327051163	-0.835322122868
22	practice	1	up	black	incongruent	left	13.2407341003	-0.717673268838
22	practice	1	up	black	incongruent	left	13.2487461567	-0.54512161626
22	practice	1	up	black	incongruent	left	13.2567331791	-0.364726706748
22	practice	1	up	black	incongruent	left	13.2607021332	-0.145115512558
22	practice	1	up	black	incongruent	left	13.2687470913	0.0588091677602
22	practice	1	up	black	incongruent	left	13.2767350674	0.239204077273
22	practice	1	up	black	incongruent	left	13.2847061157	0.443128757591
22	practice	1	up	black	incongruent	left	13.2887401581	0.576464125492
22	practice	1	up	black	incongruent	left	13.296710968	0.725486007263
22	practice	1	up	black	incongruent	left	13.3047130108	0.850978118229
22	practice	1	up	black	incongruent	left	13.3127150536	0.952940458388
22	practice	1	up	black	incongruent	left	13.3167109489	1.0
22	practice	1	up	black	incongruent	left	13.4887340069	0.968626972259
22	practice	1	up	black	incongruent	left	13.4927351475	0.576464125492
22	practice	1	up	black	incongruent	left	13.5007109642	0.121555223243
22	practice	1	up	black	incongruent	left	13.5087389946	-0.341196935942
22	practice	1	up	black	incongruent	left	13.5167441368	-0.701986754967
22	practice	1	up	black	incongruent	left	13.5207631588	-0.960814233833
22	practice	1	up	black	incongruent	left	13.528701067	-1.00003051851
22	practice	2	up	white	neutral	left	5.15539598465	-0.937284463027
22	practice	2	up	white	neutral	left	5.15941810608	-0.835322122868
22	practice	2	up	white	neutral	left	5.16742110252	-0.694143498032
22	practice	2	up	white	neutral	left	5.17539715767	-0.521591845454
22	practice	2	up	white	neutral	left	5.18339705467	-0.349040192877
22	practice	2	up	white	neutral	left	5.18739795685	-0.160802026429
22	practice	2	up	white	neutral	left	5.19538807869	-0.0196234015931
22	practice	2	up	white	neutral	left	5.20340013504	0.137241737114
22	practice	2	up	white	neutral	left	5.21145415306	0.247047334208
22	practice	2	up	white	neutral	left	5.21543502808	0.364696188238
22	practice	2	up	white	neutral	left	5.22339606285	0.474501785333
22	practice	2	up	white	neutral	left	5.23140311241	0.568620868557
22	practice	2	up	white	neutral	left	5.23941516876	0.678426465651
22	practice	2	up	white	neutral	left	5.24340415001	0.796075319681
22	practice	2	up	white	neutral	left	5.25140810013	0.866664632099
22	practice	2	up	white	neutral	left	5.25940799713	0.952940458388
22	practice	2	up	white	neutral	left	5.26738905907	1.0
22	practice	2	up	white	neutral	left	5.48339796066	0.874507889035
22	practice	2	up	white	neutral	left	5.49139809608	0.450972014527
22	practice	2	up	white	neutral	left	5.49538207054	-0.0509964293344
22	practice	2	up	white	neutral	left	5.5033800602	-0.490218817713
22	practice	2	up	white	neutral	left	5.51139998436	-0.851008636738
22	practice	2	up	white	neutral	left	5.51939511299	-1.00003051851
22	practice	3	down	black	congruent	right	1.03690600395	-0.952970976897
22	practice	3	down	black	congruent	right	1.04492807388	-0.921597949156
22	practice	3	down	black	congruent	right	1.05290198326	-0.88238166448
22	practice	3	down	black	congruent	right	1.05692100525	-0.858851893674
22	practice	3	down	black	congruent	right	1.06491708755	-0.835322122868
22	practice	3	down	black	congruent	right	1.07293510437	-0.756889553514
22	practice	3	down	black	congruent	right	1.08093094826	-0.670613727226
22	practice	3	down	black	congruent	right	1.08492302895	-0.600024414808
22	practice	3	down	black	congruent	right	1.09291100502	-0.474532303842
22	practice	3	down	black	congruent	right	1.10090708733	-0.380413220618
22	practice	3	down	black	congruent	right	1.10890412331	-0.200018311106
22	practice	3	down	black	congruent	right	1.11290597916	-0.0353099154637
22	practice	3	down	black	congruent	right	1.12092804909	0.145084994049
22	practice	3	down	black	congruent	right	1.12890696526	0.325479903562
22	practice	3	down	black	congruent	right	1.13692212105	0.419598986785
22	practice	3	down	black	congruent	right	1.14091396332	0.545091097751
22	practice	3	down	black	congruent	right	1.14889812469	0.686269722587
22	practice	3	down	black	congruent	right	1.1569211483	0.725486007263
22	practice	3	down	black	congruent	right	1.16490197182	0.772545548875
22	practice	3	down	black	congruent	right	1.16892695427	0.835291604358
22	practice	3	down	black	congruent	right	1.17691397667	0.866664632099
22	practice	3	down	black	congruent	right	1.18492913246	0.905880916776
22	practice	3	down	black	congruent	right	1.19289898872	0.929410687582
22	practice	3	down	black	congruent	right	1.20090913773	0.937253944517
22	practice	3	down	black	congruent	right	1.20494699478	0.945097201453
22	practice	3	down	black	congruent	right	1.22091698647	0.960783715323
22	practice	3	down	black	congruent	right	1.22892308235	0.968626972259
22	practice	3	down	black	congruent	right	1.23291611671	0.976470229194
22	practice	3	down	black	congruent	right	1.26089811325	0.968626972259
22	practice	3	down	black	congruent	right	1.26892614365	0.976470229194
22	practice	3	down	black	congruent	right	1.27690196037	0.952940458388
22	practice	3	down	black	congruent	right	1.28492712975	0.929410687582
22	practice	3	down	black	congruent	right	1.2889020443	0.733329264199
22	practice	3	down	black	congruent	right	1.29689908028	0.435285500656
22	practice	3	down	black	congruent	right	1.30489802361	0.129398480178
22	practice	3	down	black	congruent	right	1.31289815903	-0.19217505417
22	practice	3	down	black	congruent	right	1.31690311432	-0.435316019166
22	practice	3	down	black	congruent	right	1.32491612434	-0.615710928678
22	practice	3	down	black	congruent	right	1.3329000473	-0.827478865932
22	practice	3	down	black	congruent	right	1.34089994431	-0.88238166448
22	practice	3	down	black	congruent	right	1.34491205215	-0.937284463027
22	practice	3	down	black	congruent	right	1.35291814804	-1.00003051851
22	practice	4	down	white	neutral	left	0.871760129929	-0.874538407544
22	practice	4	down	white	neutral	left	0.879745006561	-0.733359782708
22	practice	4	down	white	neutral	left	0.883748054504	-0.490218817713
22	practice	4	down	white	neutral	left	0.891756057739	-0.270607623524
22	practice	4	down	white	neutral	left	0.899750947952	-0.0039368877224
22	practice	4	down	white	neutral	left	0.90774512291	0.270577105014
22	practice	4	down	white	neutral	left	0.911751031876	0.52940458388
22	practice	4	down	white	neutral	left	0.91978096962	0.709799493393
22	practice	4	down	white	neutral	left	0.927765130997	0.850978118229
22	practice	4	down	white	neutral	left	0.935750007629	0.952940458388
22	practice	4	down	white	neutral	left	0.939736127853	1.0
22	practice	4	down	white	neutral	left	1.09575009346	0.88235114597
22	practice	4	down	white	neutral	left	1.10375404358	0.498031556139
22	practice	4	down	white	neutral	left	1.10774207115	0.0352793969543
22	practice	4	down	white	neutral	left	1.11574602127	-0.364726706748
22	practice	4	down	white	neutral	left	1.12374806404	-0.701986754967
22	practice	4	down	white	neutral	left	1.13178110123	-0.937284463027
22	practice	4	down	white	neutral	left	1.13575410843	-1.00003051851
22	practice	5	up	black	congruent	right	0.855987071991	-0.945127719962
22	practice	5	up	black	congruent	right	0.864003896713	-0.88238166448
22	practice	5	up	black	congruent	right	0.871980905533	-0.843165379803
22	practice	5	up	black	congruent	right	0.879997968674	-0.701986754967
22	practice	5	up	black	congruent	right	0.883991003036	-0.560808130131
22	practice	5	up	black	congruent	right	0.891994953156	-0.42747276223
22	practice	5	up	black	congruent	right	0.89997792244	-0.325510422071
22	practice	5	up	black	congruent	right	0.907976865768	-0.1764885403
22	practice	5	up	black	congruent	right	0.911989927292	-0.0274666585284
22	practice	5	up	black	congruent	right	0.919996976852	0.145084994049
22	practice	5	up	black	congruent	right	0.927995920181	0.301950132756
22	practice	5	up	black	congruent	right	0.935983896255	0.443128757591
