block,trial,flankers,firstTime,firstValue,detectTime,detectValue,timeDifferent
practice,1,neutral,0.808908939362,-0.905911435286,0.836889982224,-0.451002533036,0.027981042861999983
practice,2,congruent,0.399919033051,-0.890224921415,0.419917106628,-0.498062074648,0.01999807357700001
practice,3,neutral,0.448973178864,-0.788262581256,0.456994056702,-0.435316019166,0.008020877837999985
practice,4,neutral,0.424494028091,-0.78041932432,0.428507089615,-0.498062074648,0.0040130615239999945
practice,5,incongruent,0.332309007645,-0.945127719962,0.344280958176,-0.435316019166,0.01197195053100003
practice,6,neutral,0.481467962265,-0.921597949156,0.509472131729,-0.466689046907,0.028004169463999973
practice,7,congruent,0.464449167252,-0.796105838191,0.476432085037,-0.396099734489,0.011982917785000047
practice,8,congruent,0.381408929825,-0.976500747703,0.397402048111,-0.42747276223,0.015993118285999974
practice,9,incongruent,0.436022996902,-0.678456984161,0.440018892288,-0.388256477554,0.003995895385999981
practice,10,congruent,0.39749288559,-0.929441206091,0.409451961517,-0.482375560778,0.011959075926999962
practice,11,incongruent,0.513078927994,-0.835322122868,0.529089927673,-0.435316019166,0.016010999678999993
practice,12,incongruent,0.520096063614,-0.976500747703,0.892062187195,-0.396099734489,0.371966123581
practice,13,incongruent,0.688735961914,-0.968657490768,0.764733791351,-0.490218817713,0.07599782943699995
practice,14,incongruent,0.475696086884,-0.890224921415,1.14366912842,-0.349040192877,0.667973041536
practice,15,neutral,0.780894041061,-0.858851893674,0.792906999588,-0.435316019166,0.012012958527000017
practice,16,neutral,11.1245689392,-0.921597949156,16.8764328957,-0.435316019166,5.751863956499999
practice,17,neutral,0.503963947296,-0.913754692221,0.523984909058,-0.380413220618,0.020020961761999967
practice,18,congruent,0.388371229172,-0.968657490768,0.488344192505,-0.419629505295,0.09997296333299999
practice,19,neutral,0.691839933395,-0.929441206091,0.707826137543,-0.419629505295,0.015986204147999894
practice,20,neutral,0.42947101593,-0.88238166448,0.449450016022,-0.42747276223,0.019979000092000043
practice,21,congruent,0.34419298172,-0.89806817835,0.38819694519,-0.498062074648,0.04400396346999996
practice,22,neutral,0.897469997406,-0.890224921415,0.933523893356,-0.41178624836,0.03605389594999997
practice,23,neutral,0.500670909882,-0.866695150609,0.520663022995,-0.435316019166,0.019992113112999976
practice,24,neutral,0.420372009277,-0.913754692221,0.444370031357,-0.435316019166,0.02399802207999996
practice,25,incongruent,0.329106807709,-0.929441206091,0.353111982346,-0.396099734489,0.02400517463699997
practice,26,incongruent,0.293553829193,-0.78041932432,0.317535877228,-0.443159276101,0.02398204803499998
practice,27,neutral,0.605443954468,-0.976500747703,0.6334400177,-0.42747276223,0.02799606323199999
practice,28,congruent,0.376712083817,-0.984344004639,1.07270407677,-0.458845789972,0.6959919929530001
practice,29,neutral,0.613414049149,-0.905911435286,0.633378982544,-0.419629505295,0.01996493339500005
practice,30,neutral,0.669499874115,-0.984344004639,0.709475040436,-0.42747276223,0.039975166320999955
practice,31,neutral,0.42453789711,-0.952970976897,0.620498895645,-0.482375560778,0.19596099853500004
practice,32,congruent,0.548251867294,-0.88238166448,0.560263872147,-0.396099734489,0.012012004853000025
1,1,neutral,0.505426168442,-0.874538407544,0.52144408226,-0.396099734489,0.016017913818000107
1,2,incongruent,0.44541311264,-0.772576067385,0.457387924194,-0.349040192877,0.011974811553999987
1,3,neutral,0.47215294838,-0.788262581256,0.484163999557,-0.349040192877,0.01201105117700002
1,4,congruent,0.339839935303,-0.843165379803,0.351845979691,-0.341196935942,0.012006044388000015
1,5,incongruent,0.536060094833,-0.843165379803,0.540040016174,-0.451002533036,0.003979921341000003
1,6,neutral,0.400748968124,-0.851008636738,0.416728019714,-0.41178624836,0.01597905158999996
1,7,neutral,0.356541872025,-0.788262581256,0.364551782608,-0.498062074648,0.00800991058299999
1,8,neutral,0.473405122757,-0.843165379803,0.481390953064,-0.451002533036,0.007985830307000008
1,9,congruent,0.42932510376,-0.88238166448,0.449285984039,-0.380413220618,0.019960880279000004
1,10,congruent,0.400053024292,-0.851008636738,0.420037031174,-0.419629505295,0.01998400688199997
1,11,neutral,0.437012910843,-0.866695150609,0.453036785126,-0.356883449812,0.016023874283000006
1,12,neutral,0.373497962952,-0.905911435286,0.393496990204,-0.364726706748,0.01999902725199998
1,13,incongruent,0.483737945557,-0.945127719962,0.499717950821,-0.388256477554,0.015980005264000008
1,14,congruent,0.436819076538,-0.913754692221,0.456810951233,-0.356883449812,0.019991874694999967
1,15,neutral,0.44362282753,-0.960814233833,0.475606918335,-0.474532303842,0.03198409080500003
1,16,neutral,0.436043024063,-0.843165379803,0.460037946701,-0.42747276223,0.023994922638000016
1,17,neutral,0.391857147217,-0.827478865932,0.4038169384,-0.419629505295,0.011959791183000001
1,18,incongruent,0.460970163345,-0.88238166448,0.481012105942,-0.419629505295,0.020041942596999984
1,19,incongruent,0.540114164352,-0.866695150609,0.552102088928,-0.3098239082,0.011987924575999953
1,20,incongruent,0.473348140717,-0.89806817835,0.493360042572,-0.42747276223,0.020011901855000014
1,21,neutral,0.361216068268,-0.929441206091,0.389214038849,-0.458845789972,0.02799797058100001
1,22,incongruent,0.504669189453,-0.835322122868,0.520673036575,-0.388256477554,0.01600384712199998
1,23,incongruent,0.352186918259,-0.811792352062,0.372205972672,-0.42747276223,0.020019054413000004
1,24,neutral,0.401540994644,-0.88238166448,0.513520956039,-0.286294137394,0.11197996139500005
1,25,congruent,0.40078997612,-0.851008636738,0.416776180267,-0.333353679006,0.01598620414699997
1,26,neutral,0.456342935562,-0.741203039644,0.468325138092,-0.380413220618,0.011982202529999986
1,27,neutral,0.388674020767,-0.937284463027,0.416664123535,-0.41178624836,0.027990102768000014
1,28,congruent,0.456591129303,-0.851008636738,0.500573158264,-0.498062074648,0.04398202896099995
1,29,neutral,0.577473163605,-0.874538407544,0.589476108551,-0.349040192877,0.01200294494599996
1,30,neutral,0.499611854553,-0.874538407544,0.519609928131,-0.403942991424,0.019998073578000042
1,31,congruent,0.408185958862,-0.89806817835,0.436190128326,-0.42747276223,0.02800416946400003
1,32,congruent,0.372353076935,-0.890224921415,0.816348075867,-0.403942991424,0.44399499893199995
2,1,congruent,0.435418844223,-0.874538407544,0.451387882233,-0.349040192877,0.015969038010000047
2,2,incongruent,0.300195932388,-0.827478865932,0.320204019547,-0.403942991424,0.020008087158999988
2,3,incongruent,0.369410037994,-0.796105838191,0.381391048431,-0.466689046907,0.011981010437000006
2,4,congruent,0.456873178482,-0.819635608997,0.464871168137,-0.466689046907,0.007997989655000037
2,5,neutral,0.305443048477,-0.788262581256,0.325464010239,-0.443159276101,0.020020961762000022
2,6,congruent,0.323576927185,-0.78041932432,0.335595846176,-0.443159276101,0.01201891899100005
2,7,congruent,0.315767049789,-0.796105838191,0.331764936447,-0.435316019166,0.015997886658000005
2,8,incongruent,0.465513944626,-0.843165379803,0.477521896362,-0.42747276223,0.012007951736
2,9,neutral,0.352677106857,-0.937284463027,0.372651100159,-0.42747276223,0.019973993302000004
2,10,neutral,0.480575084686,-0.874538407544,0.500561952591,-0.396099734489,0.019986867904999983
2,11,congruent,0.333444833755,-0.851008636738,0.353415966034,-0.451002533036,0.019971132278999992
2,12,neutral,0.400542020798,-0.937284463027,0.416548967361,-0.482375560778,0.016006946563000002
2,13,incongruent,0.37731719017,-0.984344004639,0.401273012161,-0.419629505295,0.023955821990999993
2,14,congruent,0.441419839859,-0.945127719962,0.469415903091,-0.419629505295,0.02799606323199999
2,15,neutral,0.583851099014,-0.788262581256,0.599826097488,-0.435316019166,0.01597499847399997
2,16,congruent,0.372673988342,-0.905911435286,0.39267206192,-0.396099734489,0.019998073577999986
2,17,neutral,0.500236034393,-0.874538407544,0.51221704483,-0.356883449812,0.01198101043699995
2,18,neutral,0.364914894104,-0.827478865932,0.380928039551,-0.364726706748,0.016013145447
2,19,incongruent,0.464735031128,-0.851008636738,0.48474407196,-0.372569963683,0.020009040832000002
