block,trial,flankers,firstTime,firstValue,maxTime,maxValue,timeDifferent
practice,1,congruent,0.78001499176,-0.905911435286,0.844027996063,-0.231391338847,0.06401300430300005
practice,2,incongruent,0.84876203537,-0.937284463027,0.904759168625,-0.0666829432051,0.05599713325500011
practice,3,congruent,0.491356134415,-0.960814233833,1.03132200241,-0.0666829432051,0.5399658679950001
practice,4,incongruent,0.411244869232,-0.976500747703,0.467267990112,-0.0117801446577,0.05602312088
practice,5,neutral,0.52786898613,-0.984344004639,1.01184606552,0.741172521134,0.4839770793899999
practice,6,incongruent,0.47953915596,-0.88238166448,0.591532230377,0.803918576617,0.11199307441699996
practice,7,neutral,0.57706618309,-0.984344004639,0.625059127808,-0.41178624836,0.047992944717999975
practice,8,neutral,0.464243173599,-0.89806817835,0.524265050888,-0.0666829432051,0.06002187728899999
practice,9,congruent,0.803578138351,-0.976500747703,0.915579080582,0.803918576617,0.11200094223099999
practice,10,neutral,0.602755069733,-0.89806817835,0.650748968124,-0.145115512558,0.04799389839099999
practice,11,neutral,0.436982870102,-0.890224921415,0.480956077576,-0.380413220618,0.04397320747400002
practice,12,neutral,0.591314792633,-0.937284463027,0.631312847137,-0.419629505295,0.03999805450399996
practice,13,incongruent,0.385095834732,-0.960814233833,0.433084011078,-0.435316019166,0.047988176346
practice,14,neutral,0.491376161575,-0.945127719962,1.28334712982,0.262733848079,0.791970968245
practice,15,neutral,0.462702035904,-0.905911435286,0.506666898727,-0.270607623524,0.043964862822999995
practice,16,congruent,0.487943887711,-0.811792352062,0.539922952652,0.396069215979,0.051979064940999964
practice,17,congruent,0.45668387413,-0.843165379803,0.512634038925,0.254890591144,0.055950164795000035
practice,18,neutral,0.427114963531,-0.952970976897,0.511126995087,-0.121585741752,0.08401203155600001
practice,19,incongruent,0.476226806641,-0.811792352062,0.520181894302,-0.0039368877224,0.043955087661000036
practice,20,neutral,0.401099205017,-0.945127719962,0.777131080627,0.482345042268,0.37603187560999995
practice,21,congruent,0.400797843933,-0.984344004639,0.464761018753,0.121555223243,0.06396317482000002
practice,22,neutral,0.30286693573,-0.788262581256,0.358844995499,0.709799493393,0.055978059769
practice,23,neutral,0.429050922394,-0.843165379803,0.485038995743,0.537247840815,0.05598807334900002
practice,24,neutral,0.407545089722,-0.874538407544,0.463519096375,0.223517563402,0.05597400665300001
practice,25,incongruent,0.408276081085,-0.952970976897,0.468296051025,0.317636646626,0.06001996993999997
practice,26,neutral,0.448869943619,-0.929441206091,0.504853963852,0.654896694845,0.055984020232999976
practice,27,congruent,0.344993114471,-0.937284463027,0.412994146347,0.380382702109,0.06800103187599998
practice,28,neutral,0.452303171158,-0.937284463027,0.512323141098,0.00390636921293,0.06001996994000003
practice,29,incongruent,0.408977985382,-0.929441206091,0.456995010376,0.317636646626,0.04801702499400001
