block,trial,flankers,firstTime,firstValue,detectTime,detectValue,timeDifferent
practice,1,incongruent,0.640408039093,-0.921597949156,0.696403980255,-0.466689046907,0.05599594116200002
practice,2,neutral,0.508239030838,-0.945127719962,0.556261062622,-0.482375560778,0.048022031784
practice,3,neutral,0.548131942749,-0.952970976897,0.588152885437,-0.451002533036,0.04002094268799994
practice,4,neutral,0.484724998474,-0.921597949156,0.528702020645,-0.490218817713,0.043977022171000024
practice,5,congruent,0.388210058212,-0.945127719962,1.13617396355,-0.458845789972,0.7479639053380001
practice,6,congruent,0.62485408783,-0.937284463027,0.652852058411,-0.466689046907,0.027997970581000065
practice,7,neutral,0.48900604248,-0.945127719962,0.544991016388,-0.498062074648,0.055984973907999946
practice,8,neutral,0.631241083145,-0.945127719962,0.715269088745,-0.498062074648,0.0840280055999999
practice,9,congruent,0.455443143845,-0.952970976897,0.875412940979,-0.435316019166,0.419969797134
practice,10,incongruent,0.688666820526,-0.945127719962,0.752612829208,-0.466689046907,0.06394600868199996
practice,11,incongruent,0.659474134445,-0.945127719962,0.727472066879,-0.498062074648,0.06799793243399999
practice,12,congruent,0.508919000626,-0.976500747703,0.584944009781,-0.443159276101,0.07602500915499999
practice,13,congruent,0.624086856842,-0.952970976897,1.24008488655,-0.443159276101,0.615998029708
practice,14,neutral,0.526507139206,-0.976500747703,0.574565172195,-0.498062074648,0.04805803298900002
practice,15,neutral,0.544841051102,-0.976500747703,0.600850105286,-0.466689046907,0.05600905418400004
practice,16,incongruent,0.412832975388,-0.929441206091,0.464825153351,-0.498062074648,0.051992177962999986
practice,17,incongruent,0.608244895935,-0.945127719962,0.672254800797,-0.490218817713,0.06400990486199998
practice,18,neutral,0.55532002449,-0.945127719962,0.583305120468,-0.490218817713,0.02798509597800003
practice,19,neutral,0.356812953949,-0.952970976897,0.420794010162,-0.42747276223,0.06398105621300004
practice,20,neutral,0.388901948929,-0.921597949156,0.424870014191,-0.419629505295,0.035968065262000026
practice,21,congruent,0.456662893295,-0.992187261574,0.49671292305,-0.482375560778,0.040050029754999994
practice,22,neutral,0.511804819107,-0.937284463027,0.555813789368,-0.419629505295,0.044008970260999924
practice,23,neutral,0.548852920532,-0.921597949156,0.5848300457,-0.458845789972,0.035977125168
practice,24,congruent,0.460747003555,-0.921597949156,0.512721061707,-0.498062074648,0.05197405815200007
practice,25,incongruent,0.580515146255,-0.929441206091,0.61650800705,-0.419629505295,0.03599286079499997
practice,26,incongruent,0.471399068832,-0.929441206091,1.03939795494,-0.435316019166,0.5679988861080001
practice,27,incongruent,0.539430856705,-0.992187261574,0.595440864563,-0.490218817713,0.05601000785800003
