b4e6749fe6bc93783b33a14a4b1e795f71fd66ace13ff7e6e5bffe86337bbedbc37ecfeee8a355421e88d76e1e1b9aaf53e7e95152ba39a2961d5a1f4b3d39c2
id	year	month	day	hour	minute	gender	age	handedness	languages	music	gaming	wait	block	trial	target_location	target	flankers	rt	response	error	pre_target_response	ITI_response
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	1	up	white	incongruent	0.6810131073	white	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	2	left	black	neutral	0.726410865784	black	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	3	left	black	incongruent	0.814692974091	black	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	4	right	black	incongruent	0.568765878677	black	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	5	down	white	neutral	0.57454419136	white	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	6	down	black	congruent	0.622678995132	black	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	7	up	black	neutral	0.638869047165	white	TRUE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	8	right	white	neutral	0.902653932571	white	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	9	up	white	neutral	0.766570091248	white	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	10	right	white	congruent	0.52253985405	white	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	11	right	white	neutral	0.547800064087	white	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	12	left	black	congruent	0.462682962418	black	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	13	down	black	incongruent	0.69464302063	black	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	14	down	black	neutral	0.614563941956	black	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	15	left	white	incongruent	0.622162818909	white	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	16	left	white	neutral	0.582750082016	white	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	17	right	black	congruent	0.678572893143	black	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	18	right	black	neutral	0.542557954788	black	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	19	left	black	neutral	0.494467020035	black	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	20	down	black	neutral	0.482424020767	black	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	21	up	white	neutral	0.460758924484	white	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	22	left	white	congruent	0.474369049072	white	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	23	down	white	congruent	0.470707178116	white	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	24	right	white	incongruent	0.550755977631	white	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	25	up	black	neutral	0.546656847	white	TRUE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	26	up	black	congruent	0.814389944077	black	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	27	right	black	neutral	0.622984170914	black	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	28	up	black	incongruent	0.798533916473	black	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	29	down	white	neutral	0.638881206512	white	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	30	left	white	neutral	0.582738161087	black	TRUE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	31	up	white	congruent	0.902657032013	white	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	13.4356360435	practice	32	down	white	incongruent	0.594609022141	white	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	26.1846940517	1	1	left	black	congruent	0.496661901474	black	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	26.1846940517	1	2	right	black	neutral	0.650337934494	black	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	26.1846940517	1	3	up	black	neutral	0.658473968506	black	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	26.1846940517	1	4	left	black	neutral	0.502730846405	black	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	26.1846940517	1	5	down	white	neutral	0.54661488533	white	FALSE	FALSE	FALSE
1	2011	11	28	10	18	f	19	r	1	8	0	26.1846940517	1	6	right	white	neutral	0.534070014954	white	FALSE	FALSE	FALSE
