data,block,trial,oneTrigger,trigger
6_2011_11_28_15_54_,15,27,1,left
6_2011_11_28_15_54_,15,28,1,left
6_2011_11_28_15_54_,15,29,1,left
6_2011_11_28_15_54_,15,30,1,left
6_2011_11_28_15_54_,15,31,1,right
6_2011_11_28_15_54_,15,32,1,right
6_2011_11_28_15_54_,16,1,1,left
6_2011_11_28_15_54_,16,2,0,left/right
6_2011_11_28_15_54_,16,3,1,right
6_2011_11_28_15_54_,16,4,1,right
6_2011_11_28_15_54_,16,5,1,right
6_2011_11_28_15_54_,16,6,1,left
6_2011_11_28_15_54_,16,7,0,left/right
6_2011_11_28_15_54_,16,8,1,right
6_2011_11_28_15_54_,16,9,1,left
6_2011_11_28_15_54_,16,10,1,right
6_2011_11_28_15_54_,16,11,1,right
6_2011_11_28_15_54_,16,12,1,left
6_2011_11_28_15_54_,16,13,1,right
6_2011_11_28_15_54_,16,14,1,left
6_2011_11_28_15_54_,16,15,1,right
6_2011_11_28_15_54_,16,16,1,right
6_2011_11_28_15_54_,16,17,1,left
6_2011_11_28_15_54_,16,18,1,left
6_2011_11_28_15_54_,16,19,1,right
6_2011_11_28_15_54_,16,20,1,right
6_2011_11_28_15_54_,16,21,1,left
6_2011_11_28_15_54_,16,22,1,right
6_2011_11_28_15_54_,16,23,1,right
6_2011_11_28_15_54_,16,24,1,left
6_2011_11_28_15_54_,16,25,1,left
6_2011_11_28_15_54_,16,26,1,right
6_2011_11_28_15_54_,16,27,1,right
6_2011_11_28_15_54_,16,28,1,left
6_2011_11_28_15_54_,16,29,1,left
6_2011_11_28_15_54_,16,30,1,left
6_2011_11_28_15_54_,16,31,1,right
6_2011_11_28_15_54_,16,32,1,left
6_2011_11_28_15_54_,17,1,1,left
6_2011_11_28_15_54_,17,2,1,left
6_2011_11_28_15_54_,17,3,1,left
6_2011_11_28_15_54_,17,4,1,left
6_2011_11_28_15_54_,17,5,1,right
6_2011_11_28_15_54_,17,6,1,right
6_2011_11_28_15_54_,17,7,1,right
6_2011_11_28_15_54_,17,8,1,right
6_2011_11_28_15_54_,17,9,1,right
6_2011_11_28_15_54_,17,10,1,left
6_2011_11_28_15_54_,17,11,1,left
6_2011_11_28_15_54_,17,12,1,right
6_2011_11_28_15_54_,17,13,1,left
6_2011_11_28_15_54_,17,14,1,right
6_2011_11_28_15_54_,17,15,0,left/right
6_2011_11_28_15_54_,17,16,1,left
6_2011_11_28_15_54_,17,17,1,left
6_2011_11_28_15_54_,17,18,1,left
6_2011_11_28_15_54_,17,19,1,left
6_2011_11_28_15_54_,17,20,1,left
6_2011_11_28_15_54_,17,21,1,right
6_2011_11_28_15_54_,17,22,1,right
6_2011_11_28_15_54_,17,23,1,left
6_2011_11_28_15_54_,17,24,1,left
6_2011_11_28_15_54_,17,25,1,left
6_2011_11_28_15_54_,17,26,1,left
6_2011_11_28_15_54_,17,27,1,right
6_2011_11_28_15_54_,17,28,1,right
6_2011_11_28_15_54_,17,29,1,right
6_2011_11_28_15_54_,17,30,1,right
6_2011_11_28_15_54_,17,31,1,right
6_2011_11_28_15_54_,17,32,1,right
6_2011_11_28_15_54_,18,1,1,right
6_2011_11_28_15_54_,18,2,1,right
6_2011_11_28_15_54_,18,3,1,left
6_2011_11_28_15_54_,18,4,1,left
6_2011_11_28_15_54_,18,5,1,right
6_2011_11_28_15_54_,18,6,1,left
6_2011_11_28_15_54_,18,7,1,left
6_2011_11_28_15_54_,18,8,1,left
6_2011_11_28_15_54_,18,9,1,right
6_2011_11_28_15_54_,18,10,1,left
6_2011_11_28_15_54_,18,11,1,right
6_2011_11_28_15_54_,18,12,1,left
6_2011_11_28_15_54_,18,13,1,right
6_2011_11_28_15_54_,18,14,1,right
6_2011_11_28_15_54_,18,15,1,left
6_2011_11_28_15_54_,18,16,1,left
6_2011_11_28_15_54_,18,17,1,left
6_2011_11_28_15_54_,18,18,1,right
6_2011_11_28_15_54_,18,19,1,right
6_2011_11_28_15_54_,18,20,1,right
6_2011_11_28_15_54_,18,21,1,right
6_2011_11_28_15_54_,18,22,1,right
6_2011_11_28_15_54_,18,23,1,left
6_2011_11_28_15_54_,18,24,1,right
6_2011_11_28_15_54_,18,25,1,left
6_2011_11_28_15_54_,18,26,1,right
6_2011_11_28_15_54_,18,27,1,left
6_2011_11_28_15_54_,18,28,1,left
6_2011_11_28_15_54_,18,29,1,right
6_2011_11_28_15_54_,18,30,1,right
6_2011_11_28_15_54_,18,31,1,left
6_2011_11_28_15_54_,18,32,1,left
6_2011_11_28_15_54_,19,1,1,right
6_2011_11_28_15_54_,19,2,1,right
6_2011_11_28_15_54_,19,3,1,right
6_2011_11_28_15_54_,19,4,1,left
6_2011_11_28_15_54_,19,5,1,right
6_2011_11_28_15_54_,19,6,1,right
6_2011_11_28_15_54_,19,7,1,left
6_2011_11_28_15_54_,19,8,1,right
6_2011_11_28_15_54_,19,9,1,right
6_2011_11_28_15_54_,19,10,1,right
6_2011_11_28_15_54_,19,11,1,right
6_2011_11_28_15_54_,19,12,1,right
6_2011_11_28_15_54_,19,13,1,left
6_2011_11_28_15_54_,19,14,1,left
6_2011_11_28_15_54_,19,15,1,left
6_2011_11_28_15_54_,19,16,1,left
6_2011_11_28_15_54_,19,17,1,right
6_2011_11_28_15_54_,19,18,1,right
6_2011_11_28_15_54_,19,19,1,left
6_2011_11_28_15_54_,19,20,1,left
6_2011_11_28_15_54_,19,21,1,right
6_2011_11_28_15_54_,19,22,0,left/right
6_2011_11_28_15_54_,19,23,1,right
6_2011_11_28_15_54_,19,24,1,right
6_2011_11_28_15_54_,19,25,1,left
6_2011_11_28_15_54_,19,26,1,left
6_2011_11_28_15_54_,19,27,1,left
6_2011_11_28_15_54_,19,28,1,right
6_2011_11_28_15_54_,19,29,0,left/right
6_2011_11_28_15_54_,19,30,1,right
6_2011_11_28_15_54_,19,31,1,left
6_2011_11_28_15_54_,19,32,1,left
6_2011_11_28_15_54_,20,1,1,right
6_2011_11_28_15_54_,20,2,1,right
6_2011_11_28_15_54_,20,3,1,left
6_2011_11_28_15_54_,20,4,0,left/right
6_2011_11_28_15_54_,20,5,1,left
6_2011_11_28_15_54_,20,6,1,right
6_2011_11_28_15_54_,20,7,0,left/right
6_2011_11_28_15_54_,20,8,1,right
6_2011_11_28_15_54_,20,9,1,left
6_2011_11_28_15_54_,20,10,1,right
6_2011_11_28_15_54_,20,11,1,left
6_2011_11_28_15_54_,20,12,1,left
6_2011_11_28_15_54_,20,13,1,left
6_2011_11_28_15_54_,20,14,1,left
6_2011_11_28_15_54_,20,15,1,left
6_2011_11_28_15_54_,20,16,1,right
6_2011_11_28_15_54_,20,17,1,left
6_2011_11_28_15_54_,20,18,1,left
6_2011_11_28_15_54_,20,19,1,right
6_2011_11_28_15_54_,20,20,1,right
6_2011_11_28_15_54_,20,21,1,right
6_2011_11_28_15_54_,20,22,1,right
6_2011_11_28_15_54_,20,23,1,right
6_2011_11_28_15_54_,20,24,1,right
6_2011_11_28_15_54_,20,25,1,right
6_2011_11_28_15_54_,20,26,1,right
6_2011_11_28_15_54_,20,27,1,right
6_2011_11_28_15_54_,20,28,1,right
6_2011_11_28_15_54_,20,29,1,left
6_2011_11_28_15_54_,20,30,1,left
6_2011_11_28_15_54_,20,31,1,right
6_2011_11_28_15_54_,20,32,1,left
6_2011_11_28_15_54_,21,1,1,left
6_2011_11_28_15_54_,21,2,1,left
6_2011_11_28_15_54_,21,3,1,right
6_2011_11_28_15_54_,21,4,1,right
6_2011_11_28_15_54_,21,5,1,left
6_2011_11_28_15_54_,21,6,1,left
6_2011_11_28_15_54_,21,7,1,left
6_2011_11_28_15_54_,21,8,0,left/right
6_2011_11_28_15_54_,21,9,1,right
6_2011_11_28_15_54_,21,10,1,left
6_2011_11_28_15_54_,21,11,1,right
6_2011_11_28_15_54_,21,12,1,left
6_2011_11_28_15_54_,21,13,1,left
6_2011_11_28_15_54_,21,14,1,left
6_2011_11_28_15_54_,21,15,1,left
6_2011_11_28_15_54_,21,16,1,right
6_2011_11_28_15_54_,21,17,1,right
6_2011_11_28_15_54_,21,18,0,left/right
6_2011_11_28_15_54_,21,19,1,right
6_2011_11_28_15_54_,21,20,1,right
6_2011_11_28_15_54_,21,21,1,left
6_2011_11_28_15_54_,21,22,1,right
6_2011_11_28_15_54_,21,23,1,left
6_2011_11_28_15_54_,21,24,1,left
6_2011_11_28_15_54_,21,25,1,right
6_2011_11_28_15_54_,21,26,1,left
6_2011_11_28_15_54_,21,27,1,right
6_2011_11_28_15_54_,21,28,1,right
6_2011_11_28_15_54_,21,29,1,left
6_2011_11_28_15_54_,21,30,1,right
6_2011_11_28_15_54_,21,31,1,right
6_2011_11_28_15_54_,21,32,1,left
6_2011_11_28_15_54_,22,1,1,left
6_2011_11_28_15_54_,22,2,1,right
6_2011_11_28_15_54_,22,3,1,left
6_2011_11_28_15_54_,22,4,1,right
6_2011_11_28_15_54_,22,5,1,left
6_2011_11_28_15_54_,22,6,1,right
6_2011_11_28_15_54_,22,7,1,left
6_2011_11_28_15_54_,22,8,1,left
6_2011_11_28_15_54_,22,9,1,left
6_2011_11_28_15_54_,22,10,1,left
6_2011_11_28_15_54_,22,11,1,right
6_2011_11_28_15_54_,22,12,1,left
6_2011_11_28_15_54_,22,13,1,left
6_2011_11_28_15_54_,22,14,1,right
6_2011_11_28_15_54_,22,15,1,left
6_2011_11_28_15_54_,22,16,1,left
6_2011_11_28_15_54_,22,17,1,right
6_2011_11_28_15_54_,22,18,1,right
6_2011_11_28_15_54_,22,19,1,right
6_2011_11_28_15_54_,22,20,1,right
6_2011_11_28_15_54_,22,21,1,right
6_2011_11_28_15_54_,22,22,1,left
6_2011_11_28_15_54_,22,23,1,left
6_2011_11_28_15_54_,22,24,1,right
6_2011_11_28_15_54_,22,25,1,right
6_2011_11_28_15_54_,22,26,1,right
6_2011_11_28_15_54_,22,27,1,right
6_2011_11_28_15_54_,22,28,1,left
6_2011_11_28_15_54_,22,29,1,right
6_2011_11_28_15_54_,22,30,1,right
6_2011_11_28_15_54_,22,31,1,right
6_2011_11_28_15_54_,22,32,1,left
6_2011_11_28_15_54_,23,1,1,left
6_2011_11_28_15_54_,23,2,0,left/right
6_2011_11_28_15_54_,23,3,1,right
6_2011_11_28_15_54_,23,4,1,right
6_2011_11_28_15_54_,23,5,1,right
6_2011_11_28_15_54_,23,6,1,right
6_2011_11_28_15_54_,23,7,1,right
6_2011_11_28_15_54_,23,8,1,left
6_2011_11_28_15_54_,23,9,1,left
6_2011_11_28_15_54_,23,10,1,left
6_2011_11_28_15_54_,23,11,1,right
6_2011_11_28_15_54_,23,12,1,right
6_2011_11_28_15_54_,23,13,1,right
6_2011_11_28_15_54_,23,14,1,left
6_2011_11_28_15_54_,23,15,1,right
6_2011_11_28_15_54_,23,16,1,left
6_2011_11_28_15_54_,23,17,1,left
6_2011_11_28_15_54_,23,18,1,right
6_2011_11_28_15_54_,23,19,1,right
6_2011_11_28_15_54_,23,20,1,right
6_2011_11_28_15_54_,23,21,1,right
6_2011_11_28_15_54_,23,22,1,left
6_2011_11_28_15_54_,23,23,1,right
6_2011_11_28_15_54_,23,24,1,right
6_2011_11_28_15_54_,23,25,1,left
6_2011_11_28_15_54_,23,26,1,left
6_2011_11_28_15_54_,23,27,1,right
6_2011_11_28_15_54_,23,28,1,left
6_2011_11_28_15_54_,23,29,1,left
6_2011_11_28_15_54_,23,30,1,left
6_2011_11_28_15_54_,23,31,1,left
6_2011_11_28_15_54_,23,32,1,left
6_2011_11_28_15_54_,24,1,1,right
6_2011_11_28_15_54_,24,2,1,left
6_2011_11_28_15_54_,24,3,1,left
6_2011_11_28_15_54_,24,4,1,left
6_2011_11_28_15_54_,24,5,1,right
6_2011_11_28_15_54_,24,6,1,right
6_2011_11_28_15_54_,24,7,1,right
6_2011_11_28_15_54_,24,8,1,left
6_2011_11_28_15_54_,24,9,1,right
6_2011_11_28_15_54_,24,10,1,right
6_2011_11_28_15_54_,24,11,1,left
6_2011_11_28_15_54_,24,12,1,right
6_2011_11_28_15_54_,24,13,1,left
6_2011_11_28_15_54_,24,14,1,right
6_2011_11_28_15_54_,24,15,1,right
6_2011_11_28_15_54_,24,16,1,left
6_2011_11_28_15_54_,24,17,1,right
6_2011_11_28_15_54_,24,18,1,right
6_2011_11_28_15_54_,24,19,1,right
6_2011_11_28_15_54_,24,20,1,right
6_2011_11_28_15_54_,24,21,1,right
6_2011_11_28_15_54_,24,22,1,right
6_2011_11_28_15_54_,24,23,1,left
6_2011_11_28_15_54_,24,24,1,left
6_2011_11_28_15_54_,24,25,1,right
6_2011_11_28_15_54_,24,26,1,left
6_2011_11_28_15_54_,24,27,1,left
6_2011_11_28_15_54_,24,28,1,right
6_2011_11_28_15_54_,24,29,1,right
6_2011_11_28_15_54_,24,30,1,right
6_2011_11_28_15_54_,24,31,1,right
6_2011_11_28_15_54_,24,32,1,left
6_2011_11_28_15_54_,25,1,1,left
6_2011_11_28_15_54_,25,2,1,right
6_2011_11_28_15_54_,25,3,1,left
6_2011_11_28_15_54_,25,4,1,right
6_2011_11_28_15_54_,25,5,1,right
6_2011_11_28_15_54_,25,6,1,left
6_2011_11_28_15_54_,25,7,1,left
6_2011_11_28_15_54_,25,8,1,left
6_2011_11_28_15_54_,25,9,1,right
6_2011_11_28_15_54_,25,10,1,left
6_2011_11_28_15_54_,25,11,1,left
6_2011_11_28_15_54_,25,12,1,left
6_2011_11_28_15_54_,25,13,1,right
6_2011_11_28_15_54_,25,14,1,right
6_2011_11_28_15_54_,25,15,1,left
6_2011_11_28_15_54_,25,16,0,left/right
6_2011_11_28_15_54_,25,17,1,right
6_2011_11_28_15_54_,25,18,1,left
6_2011_11_28_15_54_,25,19,1,left
6_2011_11_28_15_54_,25,20,1,left
6_2011_11_28_15_54_,25,21,1,right
6_2011_11_28_15_54_,25,22,1,left
6_2011_11_28_15_54_,25,23,1,right
6_2011_11_28_15_54_,25,24,1,right
6_2011_11_28_15_54_,25,25,1,left
6_2011_11_28_15_54_,25,26,1,right
6_2011_11_28_15_54_,25,27,1,right
6_2011_11_28_15_54_,25,28,1,right
6_2011_11_28_15_54_,25,29,1,right
6_2011_11_28_15_54_,25,30,1,left
6_2011_11_28_15_54_,25,31,1,left
6_2011_11_28_15_54_,25,32,1,left
6_2011_11_28_15_54_,26,1,1,left
6_2011_11_28_15_54_,26,2,1,right
6_2011_11_28_15_54_,26,3,1,right
6_2011_11_28_15_54_,26,4,1,right
6_2011_11_28_15_54_,26,5,1,right
6_2011_11_28_15_54_,26,6,1,right
6_2011_11_28_15_54_,26,7,0,left/right
6_2011_11_28_15_54_,26,8,1,right
6_2011_11_28_15_54_,26,9,1,left
6_2011_11_28_15_54_,26,10,1,left
6_2011_11_28_15_54_,26,11,1,left
6_2011_11_28_15_54_,26,12,1,right
6_2011_11_28_15_54_,26,13,1,right
6_2011_11_28_15_54_,26,14,1,right
6_2011_11_28_15_54_,26,15,1,right
6_2011_11_28_15_54_,26,16,1,right
6_2011_11_28_15_54_,26,17,1,right
6_2011_11_28_15_54_,26,18,1,left
6_2011_11_28_15_54_,26,19,1,left
6_2011_11_28_15_54_,26,20,1,left
6_2011_11_28_15_54_,26,21,1,right
6_2011_11_28_15_54_,26,22,1,right
6_2011_11_28_15_54_,26,23,1,left
6_2011_11_28_15_54_,26,24,0,left/right
6_2011_11_28_15_54_,26,25,1,left
6_2011_11_28_15_54_,26,26,1,right
6_2011_11_28_15_54_,26,27,1,right
6_2011_11_28_15_54_,26,28,1,right
6_2011_11_28_15_54_,26,29,1,left
6_2011_11_28_15_54_,26,30,1,right
6_2011_11_28_15_54_,26,31,1,left
6_2011_11_28_15_54_,26,32,1,left
6_2011_11_28_15_54_,27,1,1,left
6_2011_11_28_15_54_,27,2,1,left
6_2011_11_28_15_54_,27,3,1,left
6_2011_11_28_15_54_,27,4,1,left
6_2011_11_28_15_54_,27,5,1,right
6_2011_11_28_15_54_,27,6,1,right
6_2011_11_28_15_54_,27,7,1,right
6_2011_11_28_15_54_,27,8,1,right
6_2011_11_28_15_54_,27,9,1,left
6_2011_11_28_15_54_,27,10,1,left
6_2011_11_28_15_54_,27,11,0,left/right
6_2011_11_28_15_54_,27,12,1,right
6_2011_11_28_15_54_,27,13,1,right
6_2011_11_28_15_54_,27,14,1,right
6_2011_11_28_15_54_,27,15,1,left
6_2011_11_28_15_54_,27,16,1,left
6_2011_11_28_15_54_,27,17,1,right
6_2011_11_28_15_54_,27,18,1,right
6_2011_11_28_15_54_,27,19,1,right
6_2011_11_28_15_54_,27,20,1,left
6_2011_11_28_15_54_,27,21,1,left
6_2011_11_28_15_54_,27,22,1,left
6_2011_11_28_15_54_,27,23,1,right
6_2011_11_28_15_54_,27,24,1,right
6_2011_11_28_15_54_,27,25,1,left
6_2011_11_28_15_54_,27,26,1,left
6_2011_11_28_15_54_,27,27,1,right
6_2011_11_28_15_54_,27,28,1,left
6_2011_11_28_15_54_,27,29,1,right
6_2011_11_28_15_54_,27,30,1,right
6_2011_11_28_15_54_,27,31,1,left
6_2011_11_28_15_54_,27,32,1,left
6_2011_11_28_15_54_,28,1,1,left
6_2011_11_28_15_54_,28,2,1,left
6_2011_11_28_15_54_,28,3,1,left
6_2011_11_28_15_54_,28,4,1,right
6_2011_11_28_15_54_,28,5,1,right
6_2011_11_28_15_54_,28,6,0,left/right
6_2011_11_28_15_54_,28,7,1,left
6_2011_11_28_15_54_,28,8,1,right
6_2011_11_28_15_54_,28,9,1,left
6_2011_11_28_15_54_,28,10,1,left
6_2011_11_28_15_54_,28,11,1,right
6_2011_11_28_15_54_,28,12,1,right
6_2011_11_28_15_54_,28,13,1,right
6_2011_11_28_15_54_,28,14,1,left
6_2011_11_28_15_54_,28,15,1,right
6_2011_11_28_15_54_,28,16,1,left
6_2011_11_28_15_54_,28,17,1,right
6_2011_11_28_15_54_,28,18,1,right
6_2011_11_28_15_54_,28,19,1,left
6_2011_11_28_15_54_,28,20,1,right
6_2011_11_28_15_54_,28,21,1,right
6_2011_11_28_15_54_,28,22,1,right
6_2011_11_28_15_54_,28,23,1,left
6_2011_11_28_15_54_,28,24,1,right
6_2011_11_28_15_54_,28,25,1,right
6_2011_11_28_15_54_,28,26,1,left
6_2011_11_28_15_54_,28,27,1,right
6_2011_11_28_15_54_,28,28,1,right
6_2011_11_28_15_54_,28,29,1,left
6_2011_11_28_15_54_,28,30,1,right
6_2011_11_28_15_54_,28,31,1,right
6_2011_11_28_15_54_,28,32,1,left
6_2011_11_28_15_54_,29,1,1,left
6_2011_11_28_15_54_,29,2,1,right
6_2011_11_28_15_54_,29,3,1,left
6_2011_11_28_15_54_,29,4,1,left
6_2011_11_28_15_54_,29,5,1,right
6_2011_11_28_15_54_,29,6,1,right
6_2011_11_28_15_54_,29,7,1,left
6_2011_11_28_15_54_,29,8,1,right
6_2011_11_28_15_54_,29,9,1,right
6_2011_11_28_15_54_,29,10,1,right
6_2011_11_28_15_54_,29,11,1,right
6_2011_11_28_15_54_,29,12,1,right
6_2011_11_28_15_54_,29,13,1,right
6_2011_11_28_15_54_,29,14,1,right
6_2011_11_28_15_54_,29,15,1,right
6_2011_11_28_15_54_,29,16,1,right
6_2011_11_28_15_54_,29,17,1,left
6_2011_11_28_15_54_,29,18,1,left
6_2011_11_28_15_54_,29,19,1,left
6_2011_11_28_15_54_,29,20,1,left
6_2011_11_28_15_54_,29,21,1,right
6_2011_11_28_15_54_,29,22,1,right
6_2011_11_28_15_54_,29,23,1,left
6_2011_11_28_15_54_,29,24,1,left
6_2011_11_28_15_54_,29,25,1,left
6_2011_11_28_15_54_,29,26,1,left
6_2011_11_28_15_54_,29,27,1,right
6_2011_11_28_15_54_,29,28,1,right
6_2011_11_28_15_54_,29,29,1,right
6_2011_11_28_15_54_,29,30,1,right
6_2011_11_28_15_54_,29,31,1,left
6_2011_11_28_15_54_,29,32,1,left
6_2011_11_28_15_54_,30,1,1,left
6_2011_11_28_15_54_,30,2,1,left
6_2011_11_28_15_54_,30,3,1,right
6_2011_11_28_15_54_,30,4,1,right
6_2011_11_28_15_54_,30,5,1,right
6_2011_11_28_15_54_,30,6,1,right
6_2011_11_28_15_54_,30,7,1,right
6_2011_11_28_15_54_,30,8,1,left
6_2011_11_28_15_54_,30,9,1,right
6_2011_11_28_15_54_,30,10,1,right
6_2011_11_28_15_54_,30,11,1,left
6_2011_11_28_15_54_,30,12,1,left
6_2011_11_28_15_54_,30,13,1,right
6_2011_11_28_15_54_,30,14,1,right
6_2011_11_28_15_54_,30,15,1,left
6_2011_11_28_15_54_,30,16,1,left
6_2011_11_28_15_54_,30,17,1,right
6_2011_11_28_15_54_,30,18,1,right
6_2011_11_28_15_54_,30,19,1,left
6_2011_11_28_15_54_,30,20,1,right
6_2011_11_28_15_54_,30,21,1,right
6_2011_11_28_15_54_,30,22,1,right
6_2011_11_28_15_54_,30,23,1,left
6_2011_11_28_15_54_,30,24,1,left
6_2011_11_28_15_54_,30,25,1,left
6_2011_11_28_15_54_,30,26,1,left
6_2011_11_28_15_54_,30,27,0,left/right
6_2011_11_28_15_54_,30,28,0,left/right
6_2011_11_28_15_54_,30,29,1,left
6_2011_11_28_15_54_,30,30,1,right
6_2011_11_28_15_54_,30,31,1,right
6_2011_11_28_15_54_,30,32,1,left
7_2011_11_28_16_58_,practice,1,1,left
7_2011_11_28_16_58_,practice,2,1,right
7_2011_11_28_16_58_,practice,3,1,right
7_2011_11_28_16_58_,practice,4,1,right
7_2011_11_28_16_58_,practice,5,1,left
7_2011_11_28_16_58_,practice,6,1,right
7_2011_11_28_16_58_,practice,7,1,left
7_2011_11_28_16_58_,practice,8,1,right
7_2011_11_28_16_58_,practice,9,1,left
7_2011_11_28_16_58_,practice,10,1,right
7_2011_11_28_16_58_,practice,11,1,left
7_2011_11_28_16_58_,practice,12,1,right
7_2011_11_28_16_58_,practice,13,1,right
7_2011_11_28_16_58_,practice,14,0,left/right
7_2011_11_28_16_58_,practice,15,1,left
7_2011_11_28_16_58_,practice,16,1,left
7_2011_11_28_16_58_,practice,17,1,right
7_2011_11_28_16_58_,practice,18,1,right
7_2011_11_28_16_58_,practice,19,1,left
7_2011_11_28_16_58_,practice,20,1,left
7_2011_11_28_16_58_,practice,21,1,right
7_2011_11_28_16_58_,practice,22,1,left
7_2011_11_28_16_58_,practice,23,0,left/right
7_2011_11_28_16_58_,practice,24,1,left
7_2011_11_28_16_58_,practice,25,1,left
7_2011_11_28_16_58_,practice,26,1,left
7_2011_11_28_16_58_,practice,27,1,left
7_2011_11_28_16_58_,practice,28,1,right
7_2011_11_28_16_58_,practice,29,1,right
7_2011_11_28_16_58_,practice,30,1,right
7_2011_11_28_16_58_,practice,31,1,right
7_2011_11_28_16_58_,practice,32,1,right
7_2011_11_28_16_58_,1,1,1,left
7_2011_11_28_16_58_,1,2,1,left
7_2011_11_28_16_58_,1,3,1,right
7_2011_11_28_16_58_,1,4,1,right
7_2011_11_28_16_58_,1,5,1,right
7_2011_11_28_16_58_,1,6,1,right
7_2011_11_28_16_58_,1,7,1,right
7_2011_11_28_16_58_,1,8,1,right
7_2011_11_28_16_58_,1,9,1,right
7_2011_11_28_16_58_,1,10,1,right
7_2011_11_28_16_58_,1,11,1,right
7_2011_11_28_16_58_,1,12,1,right
7_2011_11_28_16_58_,1,13,1,left
7_2011_11_28_16_58_,1,14,1,right
7_2011_11_28_16_58_,1,15,1,left
7_2011_11_28_16_58_,1,16,1,right
7_2011_11_28_16_58_,1,17,1,right
7_2011_11_28_16_58_,1,18,1,right
7_2011_11_28_16_58_,1,19,0,left/right
7_2011_11_28_16_58_,1,20,1,left
7_2011_11_28_16_58_,1,21,1,left
7_2011_11_28_16_58_,1,22,1,right
7_2011_11_28_16_58_,1,23,1,left
7_2011_11_28_16_58_,1,24,1,right
7_2011_11_28_16_58_,1,25,1,left
7_2011_11_28_16_58_,1,26,0,left/right
7_2011_11_28_16_58_,1,27,0,left/right
7_2011_11_28_16_58_,1,28,1,left
7_2011_11_28_16_58_,1,29,1,left
7_2011_11_28_16_58_,1,30,1,left
7_2011_11_28_16_58_,1,31,1,right
7_2011_11_28_16_58_,1,32,1,left
7_2011_11_28_16_58_,2,1,1,right
7_2011_11_28_16_58_,2,2,0,left/right
7_2011_11_28_16_58_,2,3,1,left
7_2011_11_28_16_58_,2,4,1,right
7_2011_11_28_16_58_,2,5,1,left
7_2011_11_28_16_58_,2,6,1,right
7_2011_11_28_16_58_,2,7,1,right
7_2011_11_28_16_58_,2,8,1,right
7_2011_11_28_16_58_,2,9,1,right
7_2011_11_28_16_58_,2,10,1,right
7_2011_11_28_16_58_,2,11,1,right
7_2011_11_28_16_58_,2,12,0,left/right
7_2011_11_28_16_58_,2,13,1,left
7_2011_11_28_16_58_,2,14,1,right
7_2011_11_28_16_58_,2,15,1,right
7_2011_11_28_16_58_,2,16,1,right
7_2011_11_28_16_58_,2,17,1,left
7_2011_11_28_16_58_,2,18,1,left
7_2011_11_28_16_58_,2,19,1,left
7_2011_11_28_16_58_,2,20,1,left
7_2011_11_28_16_58_,2,21,1,right
7_2011_11_28_16_58_,2,22,1,right
7_2011_11_28_16_58_,2,23,1,right
7_2011_11_28_16_58_,2,24,1,left
7_2011_11_28_16_58_,2,25,1,right
7_2011_11_28_16_58_,2,26,1,right
7_2011_11_28_16_58_,2,27,1,left
7_2011_11_28_16_58_,2,28,1,left
7_2011_11_28_16_58_,2,29,1,right
7_2011_11_28_16_58_,2,30,1,left
7_2011_11_28_16_58_,2,31,1,right
7_2011_11_28_16_58_,2,32,0,left/right
7_2011_11_28_16_58_,3,1,1,right
7_2011_11_28_16_58_,3,2,1,left
7_2011_11_28_16_58_,3,3,1,right
7_2011_11_28_16_58_,3,4,1,left
7_2011_11_28_16_58_,3,5,1,right
7_2011_11_28_16_58_,3,6,1,left
7_2011_11_28_16_58_,3,7,1,left
7_2011_11_28_16_58_,3,8,1,right
7_2011_11_28_16_58_,3,9,1,left
7_2011_11_28_16_58_,3,10,1,right
7_2011_11_28_16_58_,3,11,1,right
7_2011_11_28_16_58_,3,12,1,left
7_2011_11_28_16_58_,3,13,1,right
7_2011_11_28_16_58_,3,14,1,left
7_2011_11_28_16_58_,3,15,1,right
7_2011_11_28_16_58_,3,16,0,left/right
7_2011_11_28_16_58_,3,17,1,right
7_2011_11_28_16_58_,3,18,1,left
7_2011_11_28_16_58_,3,19,1,right
7_2011_11_28_16_58_,3,20,1,left
7_2011_11_28_16_58_,3,21,1,left
7_2011_11_28_16_58_,3,22,1,right
7_2011_11_28_16_58_,3,23,1,right
7_2011_11_28_16_58_,3,24,1,right
7_2011_11_28_16_58_,3,25,1,left
7_2011_11_28_16_58_,3,26,0,left/right
7_2011_11_28_16_58_,3,27,1,left
7_2011_11_28_16_58_,3,28,1,right
7_2011_11_28_16_58_,3,29,1,left
7_2011_11_28_16_58_,3,30,1,right
7_2011_11_28_16_58_,3,31,1,left
7_2011_11_28_16_58_,3,32,1,right
7_2011_11_28_16_58_,4,1,1,left
7_2011_11_28_16_58_,4,2,1,right
7_2011_11_28_16_58_,4,3,1,left
7_2011_11_28_16_58_,4,4,1,right
7_2011_11_28_16_58_,4,5,1,left
7_2011_11_28_16_58_,4,6,1,right
7_2011_11_28_16_58_,4,7,1,left
7_2011_11_28_16_58_,4,8,1,left
7_2011_11_28_16_58_,4,9,1,right
7_2011_11_28_16_58_,4,10,1,right
7_2011_11_28_16_58_,4,11,1,left
7_2011_11_28_16_58_,4,12,1,left
7_2011_11_28_16_58_,4,13,1,left
7_2011_11_28_16_58_,4,14,1,right
7_2011_11_28_16_58_,4,15,1,left
7_2011_11_28_16_58_,4,16,1,right
7_2011_11_28_16_58_,4,17,1,right
