data,block,trial,oneTrigger,trigger
20_2011_12_01_10_57_,24,4,1,right
20_2011_12_01_10_57_,24,5,1,right
20_2011_12_01_10_57_,24,6,1,left
20_2011_12_01_10_57_,24,7,1,left
20_2011_12_01_10_57_,24,8,1,left
20_2011_12_01_10_57_,24,9,1,right
20_2011_12_01_10_57_,24,10,1,right
20_2011_12_01_10_57_,24,11,1,left
20_2011_12_01_10_57_,24,12,1,right
20_2011_12_01_10_57_,24,13,1,right
20_2011_12_01_10_57_,24,14,1,left
20_2011_12_01_10_57_,24,15,1,right
20_2011_12_01_10_57_,24,16,1,right
20_2011_12_01_10_57_,24,17,1,right
20_2011_12_01_10_57_,24,18,1,right
20_2011_12_01_10_57_,24,19,1,left
20_2011_12_01_10_57_,24,20,1,left
20_2011_12_01_10_57_,24,21,1,left
20_2011_12_01_10_57_,24,22,1,right
20_2011_12_01_10_57_,24,23,1,left
20_2011_12_01_10_57_,24,24,1,left
20_2011_12_01_10_57_,24,25,1,left
20_2011_12_01_10_57_,24,26,1,right
20_2011_12_01_10_57_,24,27,1,right
20_2011_12_01_10_57_,24,28,1,right
20_2011_12_01_10_57_,24,29,1,left
20_2011_12_01_10_57_,24,30,1,left
20_2011_12_01_10_57_,24,31,1,left
20_2011_12_01_10_57_,24,32,1,left
20_2011_12_01_10_57_,25,1,1,left
20_2011_12_01_10_57_,25,2,1,right
20_2011_12_01_10_57_,25,3,1,right
20_2011_12_01_10_57_,25,4,1,left
20_2011_12_01_10_57_,25,5,1,left
20_2011_12_01_10_57_,25,6,1,left
20_2011_12_01_10_57_,25,7,1,left
20_2011_12_01_10_57_,25,8,1,right
20_2011_12_01_10_57_,25,9,0,left/right
20_2011_12_01_10_57_,25,10,1,left
20_2011_12_01_10_57_,25,11,1,right
20_2011_12_01_10_57_,25,12,1,left
20_2011_12_01_10_57_,25,13,1,left
20_2011_12_01_10_57_,25,14,1,right
20_2011_12_01_10_57_,25,15,1,right
20_2011_12_01_10_57_,25,16,1,left
20_2011_12_01_10_57_,25,17,1,right
20_2011_12_01_10_57_,25,18,1,right
20_2011_12_01_10_57_,25,19,1,right
20_2011_12_01_10_57_,25,20,1,right
20_2011_12_01_10_57_,25,21,1,right
20_2011_12_01_10_57_,25,22,1,left
20_2011_12_01_10_57_,25,23,1,right
20_2011_12_01_10_57_,25,24,1,left
20_2011_12_01_10_57_,25,25,1,left
20_2011_12_01_10_57_,25,26,1,left
20_2011_12_01_10_57_,25,27,1,left
20_2011_12_01_10_57_,25,28,1,right
20_2011_12_01_10_57_,25,29,1,right
20_2011_12_01_10_57_,25,30,1,right
20_2011_12_01_10_57_,25,31,1,left
20_2011_12_01_10_57_,25,32,1,left
20_2011_12_01_10_57_,26,1,1,left
20_2011_12_01_10_57_,26,2,1,right
20_2011_12_01_10_57_,26,3,1,right
20_2011_12_01_10_57_,26,4,1,left
20_2011_12_01_10_57_,26,5,0,left/right
20_2011_12_01_10_57_,26,6,1,right
20_2011_12_01_10_57_,26,7,1,right
20_2011_12_01_10_57_,26,8,1,left
20_2011_12_01_10_57_,26,9,1,left
20_2011_12_01_10_57_,26,10,1,right
20_2011_12_01_10_57_,26,11,1,left
20_2011_12_01_10_57_,26,12,1,left
20_2011_12_01_10_57_,26,13,1,right
20_2011_12_01_10_57_,26,14,1,left
20_2011_12_01_10_57_,26,15,1,left
20_2011_12_01_10_57_,26,16,1,right
20_2011_12_01_10_57_,26,17,1,left
20_2011_12_01_10_57_,26,18,1,left
20_2011_12_01_10_57_,26,19,0,left/right
20_2011_12_01_10_57_,26,20,1,left
20_2011_12_01_10_57_,26,21,1,right
20_2011_12_01_10_57_,26,22,1,right
20_2011_12_01_10_57_,26,23,1,right
20_2011_12_01_10_57_,26,24,1,right
20_2011_12_01_10_57_,26,25,1,left
20_2011_12_01_10_57_,26,26,0,left/right
20_2011_12_01_10_57_,26,27,1,right
20_2011_12_01_10_57_,26,28,1,left
20_2011_12_01_10_57_,26,29,1,left
20_2011_12_01_10_57_,26,30,1,right
20_2011_12_01_10_57_,26,31,0,left/right
20_2011_12_01_10_57_,26,32,1,right
20_2011_12_01_10_57_,27,1,1,right
20_2011_12_01_10_57_,27,2,1,right
20_2011_12_01_10_57_,27,3,1,left
20_2011_12_01_10_57_,27,4,1,right
20_2011_12_01_10_57_,27,5,1,left
20_2011_12_01_10_57_,27,6,1,right
20_2011_12_01_10_57_,27,7,1,left
20_2011_12_01_10_57_,27,8,0,left/right
20_2011_12_01_10_57_,27,9,1,left
20_2011_12_01_10_57_,27,10,1,right
20_2011_12_01_10_57_,27,11,1,right
20_2011_12_01_10_57_,27,12,1,right
20_2011_12_01_10_57_,27,13,1,right
20_2011_12_01_10_57_,27,14,1,left
20_2011_12_01_10_57_,27,15,1,left
20_2011_12_01_10_57_,27,16,1,left
20_2011_12_01_10_57_,27,17,1,left
20_2011_12_01_10_57_,27,18,1,left
20_2011_12_01_10_57_,27,19,1,right
20_2011_12_01_10_57_,27,20,1,left
20_2011_12_01_10_57_,27,21,1,left
20_2011_12_01_10_57_,27,22,1,right
20_2011_12_01_10_57_,27,23,1,right
20_2011_12_01_10_57_,27,24,1,left
20_2011_12_01_10_57_,27,25,1,left
20_2011_12_01_10_57_,27,26,1,right
20_2011_12_01_10_57_,27,27,1,left
20_2011_12_01_10_57_,27,28,1,left
20_2011_12_01_10_57_,27,29,1,right
20_2011_12_01_10_57_,27,30,1,right
20_2011_12_01_10_57_,27,31,1,right
20_2011_12_01_10_57_,27,32,1,right
20_2011_12_01_10_57_,28,1,1,right
20_2011_12_01_10_57_,28,2,1,left
20_2011_12_01_10_57_,28,3,1,right
20_2011_12_01_10_57_,28,4,0,left/right
20_2011_12_01_10_57_,28,5,1,left
20_2011_12_01_10_57_,28,6,1,left
20_2011_12_01_10_57_,28,7,1,left
20_2011_12_01_10_57_,28,8,1,left
20_2011_12_01_10_57_,28,9,1,left
20_2011_12_01_10_57_,28,10,1,right
20_2011_12_01_10_57_,28,11,1,right
20_2011_12_01_10_57_,28,12,0,left/right
20_2011_12_01_10_57_,28,13,0,left/right
20_2011_12_01_10_57_,28,14,1,right
20_2011_12_01_10_57_,28,15,0,left/right
20_2011_12_01_10_57_,28,16,1,left
20_2011_12_01_10_57_,28,17,1,right
20_2011_12_01_10_57_,28,18,1,left
20_2011_12_01_10_57_,28,19,1,right
20_2011_12_01_10_57_,28,20,1,left
20_2011_12_01_10_57_,28,21,1,left
20_2011_12_01_10_57_,28,22,1,right
20_2011_12_01_10_57_,28,23,1,left
20_2011_12_01_10_57_,28,24,1,right
20_2011_12_01_10_57_,28,25,1,right
20_2011_12_01_10_57_,28,26,1,right
20_2011_12_01_10_57_,28,27,1,right
20_2011_12_01_10_57_,28,28,1,right
20_2011_12_01_10_57_,28,29,1,left
20_2011_12_01_10_57_,28,30,1,left
20_2011_12_01_10_57_,28,31,1,right
20_2011_12_01_10_57_,28,32,1,right
20_2011_12_01_10_57_,29,1,1,right
20_2011_12_01_10_57_,29,2,1,right
20_2011_12_01_10_57_,29,3,1,left
20_2011_12_01_10_57_,29,4,0,left/right
20_2011_12_01_10_57_,29,5,1,left
20_2011_12_01_10_57_,29,6,1,left
20_2011_12_01_10_57_,29,7,1,left
20_2011_12_01_10_57_,29,8,1,right
20_2011_12_01_10_57_,29,9,1,right
20_2011_12_01_10_57_,29,10,1,left
20_2011_12_01_10_57_,29,11,1,left
20_2011_12_01_10_57_,29,12,1,right
20_2011_12_01_10_57_,29,13,1,left
20_2011_12_01_10_57_,29,14,1,left
20_2011_12_01_10_57_,29,15,1,right
20_2011_12_01_10_57_,29,16,0,left/right
20_2011_12_01_10_57_,29,17,1,right
20_2011_12_01_10_57_,29,18,1,left
20_2011_12_01_10_57_,29,19,1,right
20_2011_12_01_10_57_,29,20,1,right
20_2011_12_01_10_57_,29,21,1,left
20_2011_12_01_10_57_,29,22,1,left
20_2011_12_01_10_57_,29,23,0,left/right
20_2011_12_01_10_57_,29,24,1,right
20_2011_12_01_10_57_,29,25,1,right
20_2011_12_01_10_57_,29,26,1,right
20_2011_12_01_10_57_,29,27,1,left
20_2011_12_01_10_57_,29,28,0,left/right
20_2011_12_01_10_57_,29,29,1,left
20_2011_12_01_10_57_,29,30,1,left
20_2011_12_01_10_57_,29,31,1,right
20_2011_12_01_10_57_,29,32,0,left/right
20_2011_12_01_10_57_,30,1,1,left
20_2011_12_01_10_57_,30,2,1,left
20_2011_12_01_10_57_,30,3,1,right
20_2011_12_01_10_57_,30,4,1,left
20_2011_12_01_10_57_,30,5,1,right
20_2011_12_01_10_57_,30,6,1,right
20_2011_12_01_10_57_,30,7,1,right
20_2011_12_01_10_57_,30,8,1,left
20_2011_12_01_10_57_,30,9,1,right
20_2011_12_01_10_57_,30,10,1,left
20_2011_12_01_10_57_,30,11,1,left
20_2011_12_01_10_57_,30,12,1,right
20_2011_12_01_10_57_,30,13,1,right
20_2011_12_01_10_57_,30,14,1,left
20_2011_12_01_10_57_,30,15,0,left/right
20_2011_12_01_10_57_,30,16,1,right
20_2011_12_01_10_57_,30,17,1,right
20_2011_12_01_10_57_,30,18,1,left
20_2011_12_01_10_57_,30,19,1,left
20_2011_12_01_10_57_,30,20,1,right
20_2011_12_01_10_57_,30,21,1,right
20_2011_12_01_10_57_,30,22,0,left/right
20_2011_12_01_10_57_,30,23,1,left
20_2011_12_01_10_57_,30,24,1,right
20_2011_12_01_10_57_,30,25,1,right
20_2011_12_01_10_57_,30,26,1,left
20_2011_12_01_10_57_,30,27,1,right
20_2011_12_01_10_57_,30,28,1,left
20_2011_12_01_10_57_,30,29,1,left
20_2011_12_01_10_57_,30,30,1,left
20_2011_12_01_10_57_,30,31,1,left
20_2011_12_01_10_57_,30,32,1,left
21_2011_12_01_13_04_,practice,1,1,right
21_2011_12_01_13_04_,practice,2,1,left
21_2011_12_01_13_04_,practice,3,0,left/right
21_2011_12_01_13_04_,practice,4,1,right
21_2011_12_01_13_04_,practice,5,1,right
21_2011_12_01_13_04_,practice,6,1,right
21_2011_12_01_13_04_,practice,7,1,right
21_2011_12_01_13_04_,practice,8,1,left
21_2011_12_01_13_04_,practice,9,1,right
21_2011_12_01_13_04_,practice,10,1,left
21_2011_12_01_13_04_,practice,11,1,left
21_2011_12_01_13_04_,practice,12,1,right
21_2011_12_01_13_04_,practice,13,1,left
21_2011_12_01_13_04_,practice,14,1,left
21_2011_12_01_13_04_,practice,15,1,right
21_2011_12_01_13_04_,practice,16,1,right
21_2011_12_01_13_04_,practice,17,1,right
21_2011_12_01_13_04_,practice,18,1,right
21_2011_12_01_13_04_,practice,19,0,left/right
21_2011_12_01_13_04_,practice,20,1,right
21_2011_12_01_13_04_,practice,21,1,right
21_2011_12_01_13_04_,practice,22,1,right
21_2011_12_01_13_04_,practice,23,1,left
21_2011_12_01_13_04_,practice,24,1,left
21_2011_12_01_13_04_,practice,25,1,left
21_2011_12_01_13_04_,practice,26,1,left
21_2011_12_01_13_04_,practice,27,1,right
21_2011_12_01_13_04_,practice,28,1,right
21_2011_12_01_13_04_,practice,29,1,left
21_2011_12_01_13_04_,practice,30,1,left
21_2011_12_01_13_04_,practice,31,1,left
21_2011_12_01_13_04_,practice,32,1,right
21_2011_12_01_13_04_,1,1,1,left
21_2011_12_01_13_04_,1,2,1,left
21_2011_12_01_13_04_,1,3,1,right
21_2011_12_01_13_04_,1,4,1,left
21_2011_12_01_13_04_,1,5,1,left
21_2011_12_01_13_04_,1,6,1,right
21_2011_12_01_13_04_,1,7,1,left
21_2011_12_01_13_04_,1,8,1,left
21_2011_12_01_13_04_,1,9,1,right
21_2011_12_01_13_04_,1,10,1,left
21_2011_12_01_13_04_,1,11,1,left
21_2011_12_01_13_04_,1,12,1,left
21_2011_12_01_13_04_,1,13,1,right
21_2011_12_01_13_04_,1,14,1,right
21_2011_12_01_13_04_,1,15,1,right
21_2011_12_01_13_04_,1,16,1,left
21_2011_12_01_13_04_,1,17,1,right
21_2011_12_01_13_04_,1,18,1,right
21_2011_12_01_13_04_,1,19,1,right
21_2011_12_01_13_04_,1,20,1,right
21_2011_12_01_13_04_,1,21,1,right
21_2011_12_01_13_04_,1,22,1,left
21_2011_12_01_13_04_,1,23,1,left
21_2011_12_01_13_04_,1,24,1,left
21_2011_12_01_13_04_,1,25,1,left
21_2011_12_01_13_04_,1,26,1,right
21_2011_12_01_13_04_,1,27,1,left
21_2011_12_01_13_04_,1,28,1,left
21_2011_12_01_13_04_,1,29,1,right
21_2011_12_01_13_04_,1,30,1,left
21_2011_12_01_13_04_,1,31,1,right
21_2011_12_01_13_04_,1,32,1,left
21_2011_12_01_13_04_,2,1,1,right
21_2011_12_01_13_04_,2,2,1,left
21_2011_12_01_13_04_,2,3,1,right
21_2011_12_01_13_04_,2,4,1,left
21_2011_12_01_13_04_,2,5,1,right
21_2011_12_01_13_04_,2,6,1,right
21_2011_12_01_13_04_,2,7,1,left
21_2011_12_01_13_04_,2,8,1,left
21_2011_12_01_13_04_,2,9,1,right
21_2011_12_01_13_04_,2,10,1,right
21_2011_12_01_13_04_,2,11,1,right
21_2011_12_01_13_04_,2,12,1,left
21_2011_12_01_13_04_,2,13,1,left
21_2011_12_01_13_04_,2,14,1,left
21_2011_12_01_13_04_,2,15,1,right
21_2011_12_01_13_04_,2,16,1,right
21_2011_12_01_13_04_,2,17,0,left/right
21_2011_12_01_13_04_,2,18,1,left
21_2011_12_01_13_04_,2,19,1,right
21_2011_12_01_13_04_,2,20,1,left
21_2011_12_01_13_04_,2,21,1,right
21_2011_12_01_13_04_,2,22,1,right
21_2011_12_01_13_04_,2,23,1,left
21_2011_12_01_13_04_,2,24,1,left
21_2011_12_01_13_04_,2,25,1,left
21_2011_12_01_13_04_,2,26,1,left
21_2011_12_01_13_04_,2,27,1,right
21_2011_12_01_13_04_,2,28,1,right
21_2011_12_01_13_04_,2,29,1,right
21_2011_12_01_13_04_,2,30,1,left
21_2011_12_01_13_04_,2,31,1,left
21_2011_12_01_13_04_,2,32,1,left
21_2011_12_01_13_04_,3,1,1,right
21_2011_12_01_13_04_,3,2,1,right
21_2011_12_01_13_04_,3,3,1,right
21_2011_12_01_13_04_,3,4,1,left
21_2011_12_01_13_04_,3,5,1,left
21_2011_12_01_13_04_,3,6,1,left
21_2011_12_01_13_04_,3,7,1,right
21_2011_12_01_13_04_,3,8,1,left
21_2011_12_01_13_04_,3,9,0,left/right
21_2011_12_01_13_04_,3,10,1,right
21_2011_12_01_13_04_,3,11,1,right
21_2011_12_01_13_04_,3,12,1,left
21_2011_12_01_13_04_,3,13,1,left
21_2011_12_01_13_04_,3,14,1,left
21_2011_12_01_13_04_,3,15,1,left
21_2011_12_01_13_04_,3,16,1,right
21_2011_12_01_13_04_,3,17,1,right
21_2011_12_01_13_04_,3,18,1,right
21_2011_12_01_13_04_,3,19,1,left
21_2011_12_01_13_04_,3,20,0,left/right
21_2011_12_01_13_04_,3,21,1,right
21_2011_12_01_13_04_,3,22,1,left
21_2011_12_01_13_04_,3,23,1,left
21_2011_12_01_13_04_,3,24,1,right
21_2011_12_01_13_04_,3,25,1,right
21_2011_12_01_13_04_,3,26,1,left
21_2011_12_01_13_04_,3,27,0,left/right
21_2011_12_01_13_04_,3,28,1,right
21_2011_12_01_13_04_,3,29,1,right
21_2011_12_01_13_04_,3,30,1,right
21_2011_12_01_13_04_,3,31,1,right
21_2011_12_01_13_04_,3,32,1,left
21_2011_12_01_13_04_,4,1,1,left
21_2011_12_01_13_04_,4,2,1,right
21_2011_12_01_13_04_,4,3,1,left
21_2011_12_01_13_04_,4,4,1,right
21_2011_12_01_13_04_,4,5,1,right
21_2011_12_01_13_04_,4,6,1,right
21_2011_12_01_13_04_,4,7,1,left
21_2011_12_01_13_04_,4,8,1,left
21_2011_12_01_13_04_,4,9,1,right
21_2011_12_01_13_04_,4,10,1,left
21_2011_12_01_13_04_,4,11,1,right
21_2011_12_01_13_04_,4,12,1,right
21_2011_12_01_13_04_,4,13,1,left
21_2011_12_01_13_04_,4,14,1,right
21_2011_12_01_13_04_,4,15,1,right
21_2011_12_01_13_04_,4,16,1,left
21_2011_12_01_13_04_,4,17,1,left
21_2011_12_01_13_04_,4,18,1,left
21_2011_12_01_13_04_,4,19,1,right
21_2011_12_01_13_04_,4,20,1,right
21_2011_12_01_13_04_,4,21,1,right
21_2011_12_01_13_04_,4,22,1,right
21_2011_12_01_13_04_,4,23,1,left
21_2011_12_01_13_04_,4,24,1,left
21_2011_12_01_13_04_,4,25,1,left
21_2011_12_01_13_04_,4,26,1,right
21_2011_12_01_13_04_,4,27,1,left
21_2011_12_01_13_04_,4,28,0,left/right
21_2011_12_01_13_04_,4,29,0,left/right
21_2011_12_01_13_04_,4,30,1,left
21_2011_12_01_13_04_,4,31,1,right
21_2011_12_01_13_04_,4,32,1,left
21_2011_12_01_13_04_,5,1,1,right
21_2011_12_01_13_04_,5,2,0,left/right
21_2011_12_01_13_04_,5,3,0,left/right
21_2011_12_01_13_04_,5,4,1,left
21_2011_12_01_13_04_,5,5,1,right
21_2011_12_01_13_04_,5,6,1,left
21_2011_12_01_13_04_,5,7,1,left
21_2011_12_01_13_04_,5,8,1,right
21_2011_12_01_13_04_,5,9,1,right
21_2011_12_01_13_04_,5,10,1,left
21_2011_12_01_13_04_,5,11,1,right
21_2011_12_01_13_04_,5,12,1,right
21_2011_12_01_13_04_,5,13,1,right
21_2011_12_01_13_04_,5,14,1,left
21_2011_12_01_13_04_,5,15,1,left
21_2011_12_01_13_04_,5,16,1,right
21_2011_12_01_13_04_,5,17,1,right
21_2011_12_01_13_04_,5,18,1,right
21_2011_12_01_13_04_,5,19,1,left
21_2011_12_01_13_04_,5,20,1,right
21_2011_12_01_13_04_,5,21,1,left
21_2011_12_01_13_04_,5,22,1,right
21_2011_12_01_13_04_,5,23,1,left
21_2011_12_01_13_04_,5,24,1,left
21_2011_12_01_13_04_,5,25,1,right
21_2011_12_01_13_04_,5,26,1,left
21_2011_12_01_13_04_,5,27,1,right
21_2011_12_01_13_04_,5,28,1,left
21_2011_12_01_13_04_,5,29,1,left
21_2011_12_01_13_04_,5,30,1,left
21_2011_12_01_13_04_,5,31,1,right
21_2011_12_01_13_04_,5,32,1,right
21_2011_12_01_13_04_,6,1,1,right
21_2011_12_01_13_04_,6,2,1,left
21_2011_12_01_13_04_,6,3,1,right
21_2011_12_01_13_04_,6,4,1,left
21_2011_12_01_13_04_,6,5,1,right
21_2011_12_01_13_04_,6,6,1,left
21_2011_12_01_13_04_,6,7,1,right
21_2011_12_01_13_04_,6,8,1,right
21_2011_12_01_13_04_,6,9,0,left/right
21_2011_12_01_13_04_,6,10,1,right
21_2011_12_01_13_04_,6,11,1,right
21_2011_12_01_13_04_,6,12,1,left
21_2011_12_01_13_04_,6,13,1,right
21_2011_12_01_13_04_,6,14,1,right
21_2011_12_01_13_04_,6,15,1,left
21_2011_12_01_13_04_,6,16,1,left
21_2011_12_01_13_04_,6,17,1,left
21_2011_12_01_13_04_,6,18,1,left
21_2011_12_01_13_04_,6,19,1,left
21_2011_12_01_13_04_,6,20,1,right
21_2011_12_01_13_04_,6,21,1,right
21_2011_12_01_13_04_,6,22,1,left
21_2011_12_01_13_04_,6,23,1,right
21_2011_12_01_13_04_,6,24,1,left
21_2011_12_01_13_04_,6,25,1,right
21_2011_12_01_13_04_,6,26,1,left
21_2011_12_01_13_04_,6,27,1,right
21_2011_12_01_13_04_,6,28,1,left
21_2011_12_01_13_04_,6,29,1,right
21_2011_12_01_13_04_,6,30,1,left
21_2011_12_01_13_04_,6,31,1,left
21_2011_12_01_13_04_,6,32,1,right
21_2011_12_01_13_04_,7,1,0,left/right
21_2011_12_01_13_04_,7,2,1,right
21_2011_12_01_13_04_,7,3,1,right
21_2011_12_01_13_04_,7,4,1,right
21_2011_12_01_13_04_,7,5,1,right
21_2011_12_01_13_04_,7,6,1,left
21_2011_12_01_13_04_,7,7,1,left
21_2011_12_01_13_04_,7,8,1,right
21_2011_12_01_13_04_,7,9,1,right
21_2011_12_01_13_04_,7,10,1,left
21_2011_12_01_13_04_,7,11,0,left/right
21_2011_12_01_13_04_,7,12,1,left
21_2011_12_01_13_04_,7,13,1,left
21_2011_12_01_13_04_,7,14,0,left/right
21_2011_12_01_13_04_,7,15,1,right
21_2011_12_01_13_04_,7,16,1,left
21_2011_12_01_13_04_,7,17,1,right
21_2011_12_01_13_04_,7,18,1,right
21_2011_12_01_13_04_,7,19,1,right
21_2011_12_01_13_04_,7,20,1,left
21_2011_12_01_13_04_,7,21,1,right
21_2011_12_01_13_04_,7,22,1,right
21_2011_12_01_13_04_,7,23,1,left
21_2011_12_01_13_04_,7,24,1,right
21_2011_12_01_13_04_,7,25,1,left
21_2011_12_01_13_04_,7,26,0,left/right
21_2011_12_01_13_04_,7,27,1,left
21_2011_12_01_13_04_,7,28,1,left
21_2011_12_01_13_04_,7,29,1,right
21_2011_12_01_13_04_,7,30,1,right
21_2011_12_01_13_04_,7,31,1,right
21_2011_12_01_13_04_,7,32,1,left
21_2011_12_01_13_04_,8,1,1,left
21_2011_12_01_13_04_,8,2,1,right
21_2011_12_01_13_04_,8,3,1,left
21_2011_12_01_13_04_,8,4,1,right
21_2011_12_01_13_04_,8,5,1,left
21_2011_12_01_13_04_,8,6,1,left
21_2011_12_01_13_04_,8,7,1,right
21_2011_12_01_13_04_,8,8,1,left
21_2011_12_01_13_04_,8,9,1,right
21_2011_12_01_13_04_,8,10,1,right
21_2011_12_01_13_04_,8,11,1,left
21_2011_12_01_13_04_,8,12,1,right
21_2011_12_01_13_04_,8,13,1,left
21_2011_12_01_13_04_,8,14,1,right
21_2011_12_01_13_04_,8,15,1,left
21_2011_12_01_13_04_,8,16,1,left
21_2011_12_01_13_04_,8,17,1,right
21_2011_12_01_13_04_,8,18,1,right
21_2011_12_01_13_04_,8,19,1,right
21_2011_12_01_13_04_,8,20,1,left
21_2011_12_01_13_04_,8,21,1,left
21_2011_12_01_13_04_,8,22,1,right
21_2011_12_01_13_04_,8,23,1,left
21_2011_12_01_13_04_,8,24,1,left
21_2011_12_01_13_04_,8,25,1,left
21_2011_12_01_13_04_,8,26,1,right
21_2011_12_01_13_04_,8,27,1,right
21_2011_12_01_13_04_,8,28,1,right
21_2011_12_01_13_04_,8,29,1,left
21_2011_12_01_13_04_,8,30,1,left
21_2011_12_01_13_04_,8,31,1,left
21_2011_12_01_13_04_,8,32,1,right
21_2011_12_01_13_04_,9,1,1,left
21_2011_12_01_13_04_,9,2,1,right
21_2011_12_01_13_04_,9,3,1,right
21_2011_12_01_13_04_,9,4,1,right
21_2011_12_01_13_04_,9,5,1,right
21_2011_12_01_13_04_,9,6,1,left
21_2011_12_01_13_04_,9,7,1,right
21_2011_12_01_13_04_,9,8,1,right
21_2011_12_01_13_04_,9,9,1,left
21_2011_12_01_13_04_,9,10,1,left
21_2011_12_01_13_04_,9,11,1,right
21_2011_12_01_13_04_,9,12,1,left
21_2011_12_01_13_04_,9,13,1,right
21_2011_12_01_13_04_,9,14,1,left
21_2011_12_01_13_04_,9,15,1,left
21_2011_12_01_13_04_,9,16,1,right
21_2011_12_01_13_04_,9,17,1,right
21_2011_12_01_13_04_,9,18,1,left
21_2011_12_01_13_04_,9,19,1,left
21_2011_12_01_13_04_,9,20,1,right
21_2011_12_01_13_04_,9,21,1,right
21_2011_12_01_13_04_,9,22,1,left
21_2011_12_01_13_04_,9,23,1,left
21_2011_12_01_13_04_,9,24,1,right
21_2011_12_01_13_04_,9,25,1,right
21_2011_12_01_13_04_,9,26,1,right
21_2011_12_01_13_04_,9,27,1,left
21_2011_12_01_13_04_,9,28,1,right
21_2011_12_01_13_04_,9,29,1,left
21_2011_12_01_13_04_,9,30,1,right
21_2011_12_01_13_04_,9,31,1,left
21_2011_12_01_13_04_,9,32,1,left
21_2011_12_01_13_04_,10,1,1,right
21_2011_12_01_13_04_,10,2,1,left
21_2011_12_01_13_04_,10,3,1,right
21_2011_12_01_13_04_,10,4,1,right
21_2011_12_01_13_04_,10,5,1,left
21_2011_12_01_13_04_,10,6,1,right
21_2011_12_01_13_04_,10,7,1,right
21_2011_12_01_13_04_,10,8,1,left
21_2011_12_01_13_04_,10,9,1,left
21_2011_12_01_13_04_,10,10,1,left
21_2011_12_01_13_04_,10,11,1,right
21_2011_12_01_13_04_,10,12,1,left
21_2011_12_01_13_04_,10,13,1,right
21_2011_12_01_13_04_,10,14,1,left
21_2011_12_01_13_04_,10,15,1,left
21_2011_12_01_13_04_,10,16,1,left
21_2011_12_01_13_04_,10,17,1,right
21_2011_12_01_13_04_,10,18,1,left
21_2011_12_01_13_04_,10,19,1,left
21_2011_12_01_13_04_,10,20,1,right
21_2011_12_01_13_04_,10,21,1,right
21_2011_12_01_13_04_,10,22,1,left
21_2011_12_01_13_04_,10,23,1,left
21_2011_12_01_13_04_,10,24,1,right
21_2011_12_01_13_04_,10,25,1,right
21_2011_12_01_13_04_,10,26,1,right
21_2011_12_01_13_04_,10,27,1,left
21_2011_12_01_13_04_,10,28,1,left
21_2011_12_01_13_04_,10,29,1,left
21_2011_12_01_13_04_,10,30,1,right
21_2011_12_01_13_04_,10,31,1,left
21_2011_12_01_13_04_,10,32,1,left
21_2011_12_01_13_04_,11,1,1,left
21_2011_12_01_13_04_,11,2,1,left
21_2011_12_01_13_04_,11,3,1,right
21_2011_12_01_13_04_,11,4,1,right
21_2011_12_01_13_04_,11,5,1,left
21_2011_12_01_13_04_,11,6,1,left
21_2011_12_01_13_04_,11,7,1,right
21_2011_12_01_13_04_,11,8,1,right
21_2011_12_01_13_04_,11,9,1,right
21_2011_12_01_13_04_,11,10,1,left
21_2011_12_01_13_04_,11,11,1,right
21_2011_12_01_13_04_,11,12,1,left
21_2011_12_01_13_04_,11,13,1,left
21_2011_12_01_13_04_,11,14,1,left
21_2011_12_01_13_04_,11,15,1,left
21_2011_12_01_13_04_,11,16,1,right
21_2011_12_01_13_04_,11,17,1,left
21_2011_12_01_13_04_,11,18,1,right
21_2011_12_01_13_04_,11,19,1,left
21_2011_12_01_13_04_,11,20,1,right
21_2011_12_01_13_04_,11,21,1,right
21_2011_12_01_13_04_,11,22,1,left
21_2011_12_01_13_04_,11,23,1,left
21_2011_12_01_13_04_,11,24,1,right
21_2011_12_01_13_04_,11,25,1,right
21_2011_12_01_13_04_,11,26,1,right
21_2011_12_01_13_04_,11,27,1,left
21_2011_12_01_13_04_,11,28,1,left
21_2011_12_01_13_04_,11,29,1,right
21_2011_12_01_13_04_,11,30,1,right
21_2011_12_01_13_04_,11,31,1,right
21_2011_12_01_13_04_,11,32,1,left
21_2011_12_01_13_04_,12,1,1,left
21_2011_12_01_13_04_,12,2,1,left
21_2011_12_01_13_04_,12,3,1,right
21_2011_12_01_13_04_,12,4,1,left
21_2011_12_01_13_04_,12,5,1,right
21_2011_12_01_13_04_,12,6,1,left
21_2011_12_01_13_04_,12,7,1,left
21_2011_12_01_13_04_,12,8,1,left
21_2011_12_01_13_04_,12,9,1,right
21_2011_12_01_13_04_,12,10,1,right
21_2011_12_01_13_04_,12,11,1,right
21_2011_12_01_13_04_,12,12,1,right
21_2011_12_01_13_04_,12,13,1,right
21_2011_12_01_13_04_,12,14,1,right
21_2011_12_01_13_04_,12,15,1,left
21_2011_12_01_13_04_,12,16,1,right
21_2011_12_01_13_04_,12,17,1,right
21_2011_12_01_13_04_,12,18,1,left
21_2011_12_01_13_04_,12,19,1,left
21_2011_12_01_13_04_,12,20,1,left
21_2011_12_01_13_04_,12,21,1,left
21_2011_12_01_13_04_,12,22,1,right
21_2011_12_01_13_04_,12,23,1,right
21_2011_12_01_13_04_,12,24,1,left
21_2011_12_01_13_04_,12,25,1,right
21_2011_12_01_13_04_,12,26,1,right
